datasetid,splitid,modelname,slicename,slicevalue,nrows,mae,rmse,mape
A4,roll_03,rf,gaplenpvbin,0,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,gaplentempbin,0,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,imputed_any,0,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,imputed_count,0,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,is_daylight,0,61,429.4767117155479,565.0635369937357,36.698904971321376
A4,roll_03,rf,is_daylight,1,63,552.6241566381714,711.3125106936969,139.85004210102232
A4,roll_03,rf,overall,ALL,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,pool_on,0,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,pool_switch,0,124,492.04355873268713,643.5344101071485,89.10633754528236
A4,roll_03,rf,pv_regime,high,7,828.4678942374338,938.9173969200707,182.33548003211635
A4,roll_03,rf,pv_regime,low,29,566.0861816984412,723.4422595959508,177.97843241174235
A4,roll_03,rf,pv_regime,med,19,508.07176609830805,668.4175637059427,106.25107573314972
A4,roll_03,rf,pv_regime,night,69,422.38062605896425,558.4063543417471,37.57525386260614
A4,roll_03,rf,temp_bin,1,24,250.34930622650998,333.1430312133357,27.006151182674888
A4,roll_03,rf,temp_bin,2,92,555.3930529094883,709.4370987431014,100.76161113389281
A4,roll_03,rf,temp_bin,3,8,488.6071332180058,546.0787665689335,141.37125036408437
A4,roll_04,mlr,flag_demand_imputed,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,flag_pool_imputed,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,flag_pv_imputed,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,flag_temp_imputed,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,gaplendemandbin,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,gaplenpoolbin,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,gaplenpvbin,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,gaplentempbin,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,imputed_any,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,imputed_count,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,is_daylight,0,30,371.94401576661744,472.2096239905392,31.052750937171353
A4,roll_04,mlr,is_daylight,1,67,429.4505828156651,603.5417962850382,69.71388943232294
A4,roll_04,mlr,overall,ALL,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,pool_on,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,pool_switch,0,97,411.66504661492877,566.1869091453849,57.756836289492554
A4,roll_04,mlr,pv_regime,high,7,355.77095124450454,426.93703217174755,56.02737600891612
A4,roll_04,mlr,pv_regime,low,46,377.00360204575253,540.5282982449745,72.76792472204075
A4,roll_04,mlr,pv_regime,med,9,682.6931512413693,823.412173373945,89.61156983836159
A4,roll_04,mlr,pv_regime,night,35,398.70596593313184,541.8804558126576,30.182652064549625
A4,roll_04,mlr,temp_bin,1,17,298.34153816428613,361.38234221982765,24.746187471961512
A4,roll_04,mlr,temp_bin,2,56,461.72412694399384,655.0395223548003,68.14884519159655
A4,roll_04,mlr,temp_bin,3,23,380.2709104947564,455.90799956278573,57.921460539735016
A4,roll_04,mlr,temp_bin,4,1,256.9213226121707,256.9213226121707,33.199009914119685
A4,roll_04,persistence,flag_demand_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,flag_pool_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,flag_pv_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,flag_temp_imputed,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,gaplendemandbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,gaplenpoolbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,gaplenpvbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,gaplentempbin,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,imputed_any,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,imputed_count,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,is_daylight,0,30,319.44710875224706,418.4725403366145,25.79206906577895
A4,roll_04,persistence,is_daylight,1,67,443.8730019454219,632.6362943599826,63.57092285705844
A4,roll_04,persistence,overall,ALL,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,pool_on,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,pool_switch,0,97,405.3907669372235,574.9845325894179,51.88674127212665
A4,roll_04,persistence,pv_regime,high,7,277.8180161744495,315.3416695713391,49.614252306428966
A4,roll_04,persistence,pv_regime,low,46,404.15573683869667,560.1409485317344,63.24418988938862
A4,roll_04,persistence,pv_regime,med,9,745.583080296643,1026.1987293464347,96.8353276095116
A4,roll_04,persistence,pv_regime,night,35,345.0504760697057,461.742042467006,25.856098681537137
A4,roll_04,persistence,temp_bin,1,17,354.69916113919015,476.9742567753663,30.571521301354903
A4,roll_04,persistence,temp_bin,2,56,465.92531309852393,644.0558173656443,62.07381784683218
A4,roll_04,persistence,temp_bin,3,23,311.426127569014,464.8799462696801,44.87835757119033
A4,roll_04,persistence,temp_bin,4,1,38.40018593978721,38.40018593978721,4.962017713272676
A4,roll_04,rf,flag_demand_imputed,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,flag_pool_imputed,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,flag_pv_imputed,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,flag_temp_imputed,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,gaplendemandbin,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,gaplenpoolbin,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,gaplenpvbin,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,gaplentempbin,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,imputed_any,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,imputed_count,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,is_daylight,0,30,236.81688661713372,294.1521662648484,19.983032480865674
A4,roll_04,rf,is_daylight,1,67,458.8219846046686,654.0365942269921,78.46694246838187
A4,roll_04,rf,overall,ALL,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,pool_on,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,pool_switch,0,97,390.1606140930599,567.649739261809,60.379135255748004
A4,roll_04,rf,pv_regime,high,7,538.2323436033711,557.4555283297027,76.78912739005847
A4,roll_04,rf,pv_regime,low,46,391.50275056759443,573.0440721002112,83.51454096951937
A4,roll_04,rf,pv_regime,med,9,626.1685976532365,828.2915291656393,81.27144720213232
A4,roll_04,rf,pv_regime,night,35,298.0945501947069,472.0952747885816,21.31829481885899
A4,roll_04,rf,temp_bin,1,17,265.2650444990956,344.83625684797624,25.595800085560704
A4,roll_04,rf,temp_bin,2,56,438.38363802803025,669.209976671931,73.26602719545667
A4,roll_04,rf,temp_bin,3,23,370.78770442817876,421.6159075226619,55.88480415458139
A4,roll_04,rf,temp_bin,4,1,258.47287912437685,258.47287912437685,33.39949985207942
B1,roll_01,mlr,flag_demand_imputed,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,flag_pool_imputed,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,flag_pv_imputed,0,156,474.6816105864782,612.6890633316,47.57869554762702
B1,roll_01,mlr,flag_pv_imputed,1,11,378.8255994464023,422.5912847768827,94.52516049111071
B1,roll_01,mlr,flag_temp_imputed,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,gaplendemandbin,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,gaplenpoolbin,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,gaplenpvbin,0,156,474.6816105864782,612.6890633316,47.57869554762702
B1,roll_01,mlr,gaplenpvbin,2,11,378.8255994464023,422.5912847768827,94.52516049111071
B1,roll_01,mlr,gaplentempbin,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,imputed_any,0,156,474.6816105864782,612.6890633316,47.57869554762702
B1,roll_01,mlr,imputed_any,1,11,378.8255994464023,422.5912847768827,94.52516049111071
B1,roll_01,mlr,imputed_count,0,156,474.6816105864782,612.6890633316,47.57869554762702
B1,roll_01,mlr,imputed_count,1,11,378.8255994464023,422.5912847768827,94.52516049111071
B1,roll_01,mlr,is_daylight,0,104,438.92336637553404,550.8516755052813,48.663652244283455
B1,roll_01,mlr,is_daylight,1,63,516.9743292435791,678.0857837548565,53.98465773692944
B1,roll_01,mlr,overall,ALL,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,pool_on,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,pool_switch,0,167,468.36774158922765,602.0172074278111,50.67097766965289
B1,roll_01,mlr,pv_regime,high,2,912.9047279442259,992.6062683871796,195.64685487081212
B1,roll_01,mlr,pv_regime,low,41,527.1473055231606,674.9625032819525,56.45525933853831
B1,roll_01,mlr,pv_regime,med,4,899.9293180977706,1084.4596434480902,103.07681250563736
B1,roll_01,mlr,pv_regime,night,120,426.4903882555991,541.3842829350175,44.53155565156491
B1,roll_01,mlr,temp_bin,0,5,670.2935954707293,866.1539330813584,16.030652800890387
B1,roll_01,mlr,temp_bin,1,33,476.7581384059416,600.1876976082067,65.0066192217126
B1,roll_01,mlr,temp_bin,2,121,460.50242443249823,592.5386311422822,48.93251504456093
B1,roll_01,mlr,temp_bin,3,8,426.5166180398755,548.0687900233536,39.480906514899104
B1,roll_01,persistence,flag_demand_imputed,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,flag_pool_imputed,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,flag_pv_imputed,0,156,490.78932888429944,683.6269954286873,44.151200425750204
B1,roll_01,persistence,flag_pv_imputed,1,11,85.74688566003117,206.74072443569256,12.028325958094042
B1,roll_01,persistence,flag_temp_imputed,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,gaplendemandbin,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,gaplenpoolbin,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,gaplenpvbin,0,156,490.78932888429944,683.6269954286873,44.151200425750204
B1,roll_01,persistence,gaplenpvbin,2,11,85.74688566003117,206.74072443569256,12.028325958094042
B1,roll_01,persistence,gaplentempbin,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,imputed_any,0,156,490.78932888429944,683.6269954286873,44.151200425750204
B1,roll_01,persistence,imputed_any,1,11,85.74688566003117,206.74072443569256,12.028325958094042
B1,roll_01,persistence,imputed_count,0,156,490.78932888429944,683.6269954286873,44.151200425750204
B1,roll_01,persistence,imputed_count,1,11,85.74688566003117,206.74072443569256,12.028325958094042
B1,roll_01,persistence,is_daylight,0,104,388.88039874500294,571.1368947815705,32.12345402138584
B1,roll_01,persistence,is_daylight,1,63,588.2982472814404,791.3379254815911,58.39777196399901
B1,roll_01,persistence,overall,ALL,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,pool_on,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,pool_switch,0,167,464.1098865162338,662.8558903706465,42.03532246680279
B1,roll_01,persistence,pv_regime,high,2,584.256472315625,750.1262088915489,133.92502136723658
B1,roll_01,persistence,pv_regime,low,41,611.6269766379464,790.4070281572045,63.376476480707545
B1,roll_01,persistence,pv_regime,med,4,1066.3141442061528,1248.0122501033397,122.71549943859613
B1,roll_01,persistence,pv_regime,night,120,391.6322957049949,580.2738111077889,30.522927297984992
B1,roll_01,persistence,temp_bin,0,5,317.9009645842276,566.6933869498566,7.526664906023788
B1,roll_01,persistence,temp_bin,1,33,433.3270954339562,663.2403262094545,40.450753984438656
B1,roll_01,persistence,temp_bin,2,121,474.71868675393347,666.3183286437833,43.40418482435078
B1,roll_01,persistence,temp_bin,3,8,522.011372342927,664.5034371479896,49.43553527412829
B1,roll_01,rf,flag_demand_imputed,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,flag_pool_imputed,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,flag_pv_imputed,0,156,416.53874333463824,561.7400847883924,39.81884385504662
B1,roll_01,rf,flag_pv_imputed,1,11,128.8932110652817,149.7109347528785,30.972448196410536
B1,roll_01,rf,flag_temp_imputed,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,gaplendemandbin,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,gaplenpoolbin,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,gaplenpvbin,0,156,416.53874333463824,561.7400847883924,39.81884385504662
B1,roll_01,rf,gaplenpvbin,2,11,128.8932110652817,149.7109347528785,30.972448196410536
B1,roll_01,rf,gaplentempbin,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,imputed_any,0,156,416.53874333463824,561.7400847883924,39.81884385504662
B1,roll_01,rf,imputed_any,1,11,128.8932110652817,149.7109347528785,30.972448196410536
B1,roll_01,rf,imputed_count,0,156,416.53874333463824,561.7400847883924,39.81884385504662
B1,roll_01,rf,imputed_count,1,11,128.8932110652817,149.7109347528785,30.972448196410536
B1,roll_01,rf,is_daylight,0,104,353.8718101465593,489.5214800800577,32.19320737878912
B1,roll_01,rf,is_daylight,1,63,469.76509566157927,624.2582125741254,50.862587367519374
B1,roll_01,rf,overall,ALL,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,pool_on,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,pool_switch,0,167,397.59203162827356,544.2824588649537,39.23614713501671
B1,roll_01,rf,pv_regime,high,2,965.1406411755622,1034.9556553384377,205.33120341631968
B1,roll_01,rf,pv_regime,low,41,499.75304742843025,639.7928193143176,53.99477982861913
B1,roll_01,rf,pv_regime,med,4,754.7750151825531,907.6614106543099,90.859692047167
B1,roll_01,rf,pv_regime,night,120,341.32177495228916,476.5523291447886,29.704578529609144
B1,roll_01,rf,temp_bin,0,5,669.7157477520839,842.6683685003064,15.861024907666794
B1,roll_01,rf,temp_bin,1,33,282.68405559175,385.1510505931218,36.36748000046517
B1,roll_01,rf,temp_bin,2,121,409.9983255929745,561.546801295232,40.09815937126836
B1,roll_01,rf,temp_bin,3,8,513.8649139854482,599.1056990832545,52.6409153838292
B1,roll_02,mlr,flag_demand_imputed,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,flag_pool_imputed,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,flag_pv_imputed,0,153,473.69598040882454,647.8887108309187,83.95495049270505
B1,roll_02,mlr,flag_pv_imputed,1,14,283.4976797403823,333.97036451210136,60.06092482951975
B1,roll_02,mlr,flag_temp_imputed,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,gaplendemandbin,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,gaplenpoolbin,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,gaplenpvbin,0,153,473.69598040882454,647.8887108309187,83.95495049270505
B1,roll_02,mlr,gaplenpvbin,1,1,430.6815581959375,430.6815581959375,112.71897884787955
B1,roll_02,mlr,gaplenpvbin,2,6,253.04370449654076,288.8639695870725,63.1136837206062
B1,roll_02,mlr,gaplenpvbin,3,7,288.5748187414528,353.62730564600156,49.92169520596569
B1,roll_02,mlr,gaplentempbin,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,imputed_any,0,153,473.69598040882454,647.8887108309187,83.95495049270505
B1,roll_02,mlr,imputed_any,1,14,283.4976797403823,333.97036451210136,60.06092482951975
B1,roll_02,mlr,imputed_count,0,153,473.69598040882454,647.8887108309187,83.95495049270505
B1,roll_02,mlr,imputed_count,1,14,283.4976797403823,333.97036451210136,60.06092482951975
B1,roll_02,mlr,is_daylight,0,104,382.46318989736,490.11374609702614,50.505206058931876
B1,roll_02,mlr,is_daylight,1,63,582.0362026919056,804.7750262544806,133.86379274394022
B1,roll_02,mlr,overall,ALL,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,pool_on,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,pool_switch,0,167,457.75121268811677,627.6310057173204,81.95185852094103
B1,roll_02,mlr,pv_regime,high,4,722.3706221545951,849.7195639638487,494.1716073649537
B1,roll_02,mlr,pv_regime,low,31,661.4289304547509,918.2175716811769,65.21895202956894
B1,roll_02,mlr,pv_regime,med,18,553.0555810471316,749.9343478977055,234.6863366082101
B1,roll_02,mlr,pv_regime,night,114,378.0322169065919,483.3781332998778,47.92221378660452
B1,roll_02,mlr,temp_bin,0,3,374.41677424957294,483.0402665652552,19.451568377728158
B1,roll_02,mlr,temp_bin,1,88,375.99216971823375,495.3213432020967,49.12120312390998
B1,roll_02,mlr,temp_bin,2,74,563.6508333214291,765.0694467719518,117.0097100757298
B1,roll_02,mlr,temp_bin,3,2,261.8647975882297,300.0434342268606,323.11062367794085
B1,roll_02,persistence,flag_demand_imputed,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,flag_pool_imputed,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,flag_pv_imputed,0,153,477.0632867452539,717.276395177727,73.72745086620608
B1,roll_02,persistence,flag_pv_imputed,1,14,141.66083827658332,261.0536133258675,18.006082493433876
B1,roll_02,persistence,flag_temp_imputed,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,gaplendemandbin,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,gaplenpoolbin,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,gaplenpvbin,0,153,477.0632867452539,717.276395177727,73.72745086620608
B1,roll_02,persistence,gaplenpvbin,1,1,8.321551064972141,8.321551064972141,2.1779356943057335
B1,roll_02,persistence,gaplenpvbin,2,6,81.44084078202316,117.152902025998,16.959314944593316
B1,roll_02,persistence,gaplenpvbin,3,7,212.3264485878651,352.87953903686173,21.164475649458367
B1,roll_02,persistence,gaplentempbin,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,imputed_any,0,153,477.0632867452539,717.276395177727,73.72745086620608
B1,roll_02,persistence,imputed_any,1,14,141.66083827658332,261.0536133258675,18.006082493433876
B1,roll_02,persistence,imputed_count,0,153,477.0632867452539,717.276395177727,73.72745086620608
B1,roll_02,persistence,imputed_count,1,14,141.66083827658332,261.0536133258675,18.006082493433876
B1,roll_02,persistence,is_daylight,0,104,342.2493530620492,533.0649839138016,32.3461969426976
B1,roll_02,persistence,is_daylight,1,63,625.079395070522,891.9204834453851,129.65683579995323
B1,roll_02,persistence,overall,ALL,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,pool_on,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,pool_switch,0,167,448.9457162149462,690.7010939146944,69.05619842777008
B1,roll_02,persistence,pv_regime,high,4,843.5037588234306,873.7891258005028,440.0433006712523
B1,roll_02,persistence,pv_regime,low,31,711.9626111037645,1008.329260275867,66.29987603745661
B1,roll_02,persistence,pv_regime,med,18,567.3528489785648,844.534121201102,228.40271758627907
B1,roll_02,persistence,pv_regime,night,114,344.88357321729313,531.9566642369306,31.628656675775595
B1,roll_02,persistence,temp_bin,0,3,382.3570183568704,545.265013648467,19.868913894800745
B1,roll_02,persistence,temp_bin,1,88,326.483094968501,531.0215087760715,31.620954497520863
B1,roll_02,persistence,temp_bin,2,74,600.2314355492437,852.0951153212393,108.49047144955001
B1,roll_02,persistence,temp_bin,3,2,339.6124824766389,342.7432627370007,330.9197563523324
B1,roll_02,rf,flag_demand_imputed,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,flag_pool_imputed,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,flag_pv_imputed,0,153,418.2467745907589,596.2545938011351,75.56449096364652
B1,roll_02,rf,flag_pv_imputed,1,14,96.78727914811786,152.9871661663649,16.332855854210976
B1,roll_02,rf,flag_temp_imputed,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,gaplendemandbin,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,gaplenpoolbin,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,gaplenpvbin,0,153,418.2467745907589,596.2545938011351,75.56449096364652
B1,roll_02,rf,gaplenpvbin,1,1,3.3680573096779653,3.3680573096779653,0.8814957906215214
B1,roll_02,rf,gaplenpvbin,2,6,139.26693504751077,182.34700947227245,27.81535524867455
B1,roll_02,rf,gaplenpvbin,3,7,73.72174863984394,135.30763212117878,8.69805066804069
B1,roll_02,rf,gaplentempbin,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,imputed_any,0,153,418.2467745907589,596.2545938011351,75.56449096364652
B1,roll_02,rf,imputed_any,1,14,96.78727914811786,152.9871661663649,16.332855854210976
B1,roll_02,rf,imputed_count,0,153,418.2467745907589,596.2545938011351,75.56449096364652
B1,roll_02,rf,imputed_count,1,14,96.78727914811786,152.9871661663649,16.332855854210976
B1,roll_02,rf,is_daylight,0,104,272.3981002768008,397.73847632660494,29.358883927408964
B1,roll_02,rf,is_daylight,1,63,587.577396693214,779.3952437946209,138.67782811025938
B1,roll_02,rf,overall,ALL,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,pool_on,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,pool_switch,0,167,391.2980743740105,572.4313139687015,70.59896466704711
B1,roll_02,rf,pv_regime,high,4,828.4255621110096,876.9833735656832,483.16414753631574
B1,roll_02,rf,pv_regime,low,31,659.83183923959,890.9452734861795,60.98968172181169
B1,roll_02,rf,pv_regime,med,18,522.6971872396805,681.559093196237,259.10143718169667
B1,roll_02,rf,pv_regime,night,114,282.19069987082617,404.7639895207025,28.972495671972858
B1,roll_02,rf,temp_bin,0,3,131.6471441709028,168.0764072077285,6.679790356151451
B1,roll_02,rf,temp_bin,1,88,281.0666708622232,405.9512038656391,28.793218255328163
B1,roll_02,rf,temp_bin,2,74,533.1013331835974,733.0520171526721,112.35150981609014
B1,roll_02,rf,temp_bin,3,2,384.235648242603,430.291203976025,461.0863977344342
B1,roll_03,mlr,flag_demand_imputed,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,flag_pool_imputed,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,flag_pv_imputed,0,147,516.2668064617304,646.7958004378268,87.0267000385568
B1,roll_03,mlr,flag_pv_imputed,1,20,250.40407803824738,309.6121351908164,38.978395277679624
B1,roll_03,mlr,flag_temp_imputed,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,gaplendemandbin,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,gaplenpoolbin,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,gaplenpvbin,0,147,516.2668064617304,646.7958004378268,87.0267000385568
B1,roll_03,mlr,gaplenpvbin,1,2,346.14323998101054,346.19214794504194,57.50528361908653
B1,roll_03,mlr,gaplenpvbin,2,7,326.95600811643516,404.20228309178293,46.85410016452897
B1,roll_03,mlr,gaplenpvbin,3,11,184.2820930898073,220.29712971234065,30.598057923974242
B1,roll_03,mlr,gaplentempbin,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,imputed_any,0,147,516.2668064617304,646.7958004378268,87.0267000385568
B1,roll_03,mlr,imputed_any,1,20,250.40407803824738,309.6121351908164,38.978395277679624
B1,roll_03,mlr,imputed_count,0,147,516.2668064617304,646.7958004378268,87.0267000385568
B1,roll_03,mlr,imputed_count,1,20,250.40407803824738,309.6121351908164,38.978395277679624
B1,roll_03,mlr,is_daylight,0,104,437.129610600617,559.8280887178012,49.25160764114123
B1,roll_03,mlr,is_daylight,1,63,562.5051207646846,699.4272184352142,134.13215264353576
B1,roll_03,mlr,overall,ALL,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,pool_on,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,pool_switch,0,167,484.4269587463432,616.2173589142807,81.27241204324217
B1,roll_03,mlr,pv_regime,high,7,881.6443881226899,1005.6517286172386,212.74035609956613
B1,roll_03,mlr,pv_regime,low,29,547.7992532344086,646.0857622263445,146.58181620015372
B1,roll_03,mlr,pv_regime,med,19,583.7125355940522,741.8006220326355,127.50621346894808
B1,roll_03,mlr,pv_regime,night,112,426.34888280085386,549.1394220322749,48.30196065008935
B1,roll_03,mlr,temp_bin,1,60,358.3991412982585,449.9433806582044,48.13848379240564
B1,roll_03,mlr,temp_bin,2,99,561.1448680450418,704.2730875002832,98.413958453452
B1,roll_03,mlr,temp_bin,3,8,480.25146203558313,519.9615176299895,117.65023709816941
B1,roll_03,persistence,flag_demand_imputed,0,167,451.6067950740062,635.4412020496833,74.02747971675704
B1,roll_03,persistence,flag_pool_imputed,0,167,451.6067950740062,635.4412020496833,74.02747971675704
B1,roll_03,persistence,flag_pv_imputed,0,147,489.8877120148567,666.3876033382725,82.04271941067812
B1,roll_03,persistence,flag_pv_imputed,1,20,170.2420555587556,328.14125632276426,15.115467966437155
B1,roll_03,persistence,flag_temp_imputed,0,167,451.6067950740062,635.4412020496833,74.02747971675704
B1,roll_03,persistence,gaplendemandbin,0,167,451.6067950740062,635.4412020496833,74.02747971675704
B1,roll_03,persistence,gaplenpoolbin,0,167,451.6067950740062,635.4412020496833,74.02747971675704
B1,roll_03,persistence,gaplenpvbin,0,147,489.8877120148567,666.3876033382725,82.04271941067812
B1,roll_03,persistence,gaplenpvbin,1,2,329.47004519743064,464.4152307340205,32.19419975252581
B1,roll_03,persistence,gaplenpvbin,2,7,284.4953365047382,439.62940768232056,22.647738451511536
B1,roll_03,persistence,gaplenpvbin,3,11,68.58487865882574,183.21685022062059,7.216980969373702
B1,roll_03,persistence,gaplentempbin,0,167,451.6067950740062,635.4412020496833,74.02747971675704
B1,roll_03,persistence,imputed_any,0,147,489.8877120148567,666.3876033382725,82.04271941067812
B1,roll_03,persistence,imputed_any,1,20,170.2420555587556,328.14125632276426,15.115467966437155
B1,roll_03,persistence,imputed_count,0,147,489.8877120148567,666.3876033382725,82.04271941067812
B1,roll_03,persistence,imputed_count,1,20,170.2420555587556,328.14125632276426,15.115467966437155
B1,roll_03,persistence,is_daylight,0,104,399.2904136970634,610.7277321046823,35.58601198421636
