datasetid,splitid,modelname,slicename,slicevalue,nrows,mae,rmse,mape
A2,roll_02,rf,temp_bin,3,2,300.27748523022524,312.3703062483869,320.30744704657803
A2,roll_03,mlr,flag_demand_imputed,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,flag_pool_imputed,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,flag_pv_imputed,0,147,516.2668064617303,646.7958004378268,87.02670003855683
A2,roll_03,mlr,flag_pv_imputed,1,20,250.4040780382473,309.61213519081633,38.97839527767958
A2,roll_03,mlr,flag_temp_imputed,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,gaplendemandbin,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,gaplenpoolbin,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,gaplenpvbin,0,147,516.2668064617303,646.7958004378268,87.02670003855683
A2,roll_03,mlr,gaplenpvbin,1,2,346.1432399810104,346.1921479450419,57.50528361908649
A2,roll_03,mlr,gaplenpvbin,2,7,326.9560081164348,404.20228309178293,46.85410016452883
A2,roll_03,mlr,gaplenpvbin,3,11,184.2820930898074,220.29712971234062,30.598057923974274
A2,roll_03,mlr,gaplentempbin,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,imputed_any,0,147,516.2668064617303,646.7958004378268,87.02670003855683
A2,roll_03,mlr,imputed_any,1,20,250.4040780382473,309.61213519081633,38.97839527767958
A2,roll_03,mlr,imputed_count,0,147,516.2668064617303,646.7958004378268,87.02670003855683
A2,roll_03,mlr,imputed_count,1,20,250.4040780382473,309.61213519081633,38.97839527767958
A2,roll_03,mlr,is_daylight,0,104,437.12961060061696,559.828088717801,49.25160764114117
A2,roll_03,mlr,is_daylight,1,63,562.505120764685,699.4272184352144,134.13215264353593
A2,roll_03,mlr,overall,ALL,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,pool_on,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,pool_switch,0,167,484.42695874634313,616.2173589142806,81.27241204324217
A2,roll_03,mlr,pv_regime,high,7,881.6443881226897,1005.6517286172389,212.74035609956593
A2,roll_03,mlr,pv_regime,low,29,547.7992532344092,646.0857622263452,146.5818162001542
A2,roll_03,mlr,pv_regime,med,19,583.7125355940517,741.8006220326349,127.50621346894782
A2,roll_03,mlr,pv_regime,night,112,426.34888280085386,549.1394220322746,48.3019606500893
A2,roll_03,mlr,temp_bin,1,60,358.3991412982581,449.94338065820386,48.13848379240559
A2,roll_03,mlr,temp_bin,2,99,561.144868045042,704.2730875002834,98.41395845345208
A2,roll_03,mlr,temp_bin,3,8,480.2514620355824,519.961517629989,117.65023709816913
A2,roll_03,persistence,flag_demand_imputed,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,flag_pool_imputed,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,flag_pv_imputed,0,147,489.8877120148567,666.3876033382725,82.04271941067812
A2,roll_03,persistence,flag_pv_imputed,1,20,170.2420555587556,328.14125632276426,15.115467966437155
A2,roll_03,persistence,flag_temp_imputed,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,gaplendemandbin,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,gaplenpoolbin,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,gaplenpvbin,0,147,489.8877120148567,666.3876033382725,82.04271941067812
A2,roll_03,persistence,gaplenpvbin,1,2,329.47004519743064,464.4152307340205,32.19419975252581
A2,roll_03,persistence,gaplenpvbin,2,7,284.4953365047382,439.62940768232056,22.647738451511536
A2,roll_03,persistence,gaplenpvbin,3,11,68.58487865882574,183.21685022062059,7.216980969373702
A2,roll_03,persistence,gaplentempbin,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,imputed_any,0,147,489.8877120148567,666.3876033382725,82.04271941067812
A2,roll_03,persistence,imputed_any,1,20,170.2420555587556,328.14125632276426,15.115467966437155
A2,roll_03,persistence,imputed_count,0,147,489.8877120148567,666.3876033382725,82.04271941067812
A2,roll_03,persistence,imputed_count,1,20,170.2420555587556,328.14125632276426,15.115467966437155
A2,roll_03,persistence,is_daylight,0,104,399.2904136970634,610.7277321046823,35.58601198421636
A2,roll_03,persistence,is_daylight,1,63,537.9703452835627,674.2590562815245,137.4864105768242
A2,roll_03,persistence,overall,ALL,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,pool_on,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,pool_switch,0,167,451.6067950740062,635.4412020496833,74.02747971675704
A2,roll_03,persistence,pv_regime,high,7,930.2463895815833,1104.6681494983393,307.630188863596
A2,roll_03,persistence,pv_regime,low,29,486.93954023771073,595.72592485432,106.19747369468624
A2,roll_03,persistence,pv_regime,med,19,589.6545589852894,688.9608732205905,168.47062985214322
A2,roll_03,persistence,pv_regime,night,112,389.1243460953022,594.4660978460304,35.07597398496994
A2,roll_03,persistence,temp_bin,1,60,312.32137322397,494.99760583602716,30.42041796515742
A2,roll_03,persistence,temp_bin,2,99,521.3957673414204,703.1931029678727,95.22347756254432
A2,roll_03,persistence,temp_bin,3,8,632.6089271400277,687.1363399747343,138.77996951213683
A2,roll_03,rf,flag_demand_imputed,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,flag_pool_imputed,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,flag_pv_imputed,0,147,436.47992503708963,604.9937699940704,71.05245125657662
A2,roll_03,rf,flag_pv_imputed,1,20,126.75763560960895,165.0418737376957,20.21046707941962
A2,roll_03,rf,flag_temp_imputed,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,gaplendemandbin,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,gaplenpoolbin,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,gaplenpvbin,0,147,436.47992503708963,604.9937699940704,71.05245125657662
A2,roll_03,rf,gaplenpvbin,1,2,68.44179346898954,86.45389528843762,7.750677416876631
A2,roll_03,rf,gaplenpvbin,2,7,80.38149704184833,103.29756117725645,12.023029166865138
A2,roll_03,rf,gaplenpvbin,3,11,166.87260417829654,203.4107234814505,27.686071144234838
A2,roll_03,rf,gaplentempbin,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,imputed_any,0,147,436.47992503708963,604.9937699940704,71.05245125657662
A2,roll_03,rf,imputed_any,1,20,126.75763560960895,165.0418737376957,20.21046707941962
A2,roll_03,rf,imputed_count,0,147,436.47992503708963,604.9937699940704,71.05245125657662
A2,roll_03,rf,imputed_count,1,20,126.75763560960895,165.0418737376957,20.21046707941962
A2,roll_03,rf,is_daylight,0,104,309.56613687626526,477.3008864808757,30.93829994148268
A2,roll_03,rf,is_daylight,1,63,547.6638644049647,697.5747682268301,121.13232511731682
A2,roll_03,rf,overall,ALL,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,pool_on,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,pool_switch,0,167,399.38743528529557,570.4780182610796,64.96359087607877
A2,roll_03,rf,pv_regime,high,7,853.0439725469143,1029.585688930005,147.72697332431392
A2,roll_03,rf,pv_regime,low,29,523.0665899909399,630.4498085130629,139.74294257288554
A2,roll_03,rf,pv_regime,med,19,539.3684413054474,710.039848019366,114.53846637360424
A2,roll_03,rf,pv_regime,night,112,315.2630570560286,480.17388442736274,32.018345243953554
A2,roll_03,rf,temp_bin,1,60,196.79452587431166,301.50820422232,25.177271830133407
A2,roll_03,rf,temp_bin,2,99,512.4297152983244,682.6751243914681,82.24715196287438
A2,roll_03,rf,temp_bin,3,8,519.9360407064439,586.9863949294261,149.47691527157323
A2,roll_04,mlr,flag_demand_imputed,0,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,flag_pool_imputed,0,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,flag_pv_imputed,0,123,421.0502408567884,568.0773533244818,56.83414576747835
A2,roll_04,mlr,flag_pv_imputed,1,27,325.6175185527747,360.71794623773263,37.89241897368279
A2,roll_04,mlr,flag_temp_imputed,0,149,403.95154622979476,537.5373332647769,53.61448130736661
A2,roll_04,mlr,flag_temp_imputed,1,1,392.0722380704649,392.0722380704649,25.137526891647422
A2,roll_04,mlr,gaplendemandbin,0,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,gaplenpoolbin,0,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,gaplenpvbin,0,123,421.0502408567884,568.0773533244818,56.83414576747835
A2,roll_04,mlr,gaplenpvbin,1,7,300.34267574756484,330.36820522792766,26.79775116110907
A2,roll_04,mlr,gaplenpvbin,2,18,317.52513527047535,349.6139143712558,39.25289154582937
A2,roll_04,mlr,gaplenpvbin,3,2,486.91091791170356,523.9421392437449,64.4795031683716
A2,roll_04,mlr,gaplentempbin,0,149,403.95154622979476,537.5373332647769,53.61448130736661
A2,roll_04,mlr,gaplentempbin,3,1,392.0722380704649,392.0722380704649,25.137526891647422
A2,roll_04,mlr,imputed_any,0,122,421.28776546979105,569.295225216553,57.09395411891959
A2,roll_04,mlr,imputed_any,1,28,327.9909013926922,361.8845234024796,37.4368871136101
A2,roll_04,mlr,imputed_count,0,122,421.28776546979105,569.295225216553,57.09395411891959
A2,roll_04,mlr,imputed_count,1,28,327.9909013926922,361.8845234024796,37.4368871136101
A2,roll_04,mlr,is_daylight,0,81,369.08657246860594,440.21822361346665,40.57098944203
A2,roll_04,mlr,is_daylight,1,69,444.7078298022145,631.4186134883647,68.51369705630208
A2,roll_04,mlr,overall,ALL,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,pool_on,0,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,pool_switch,0,150,403.87235084206594,536.6981271517124,53.42463494459515
A2,roll_04,mlr,pv_regime,high,7,411.11521730482906,483.15095797763286,52.52630088304573
A2,roll_04,mlr,pv_regime,low,48,388.3492672583329,527.6306618321423,71.07401431489096
A2,roll_04,mlr,pv_regime,med,9,716.6958626826402,1021.3846539178912,90.95438832857361
A2,roll_04,mlr,pv_regime,night,86,379.2095175887483,467.80947945530954,39.7194064353026
A2,roll_04,mlr,temp_bin,1,42,357.2128207734068,418.1606158566445,40.71388479109259
A2,roll_04,mlr,temp_bin,2,81,454.5227357281986,619.0100923332328,64.85504257714369
A2,roll_04,mlr,temp_bin,3,26,334.0492207290481,430.5546371122612,40.02289158882733
A2,roll_04,mlr,temp_bin,4,1,76.292820887468,76.292820887468,9.858450405233992
A2,roll_04,persistence,flag_demand_imputed,0,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,flag_pool_imputed,0,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,flag_pv_imputed,0,123,425.8287800959432,597.6665444054709,54.029712340773926
A2,roll_04,persistence,flag_pv_imputed,1,27,254.0150519109748,368.4295621029286,21.331274454422346
A2,roll_04,persistence,flag_temp_imputed,0,149,394.1786079334105,563.7155006573029,48.25078180675437
A2,roll_04,persistence,flag_temp_imputed,1,1,502.73377131917914,502.73377131917914,32.23253897819699
A2,roll_04,persistence,gaplendemandbin,0,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,gaplenpoolbin,0,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,gaplenpvbin,0,123,425.8287800959432,597.6665444054709,54.029712340773926
A2,roll_04,persistence,gaplenpvbin,1,7,315.83606134483,371.8949284842907,24.775034744188304
A2,roll_04,persistence,gaplenpvbin,2,18,205.15233180507983,317.8230735462659,18.15047807715024
A2,roll_04,persistence,gaplenpvbin,3,2,477.4059998455359,662.8126681080946,37.90528083569039
A2,roll_04,persistence,gaplentempbin,0,149,394.1786079334105,563.7155006573029,48.25078180675437
A2,roll_04,persistence,gaplentempbin,3,1,502.73377131917914,502.73377131917914,32.23253897819699
A2,roll_04,persistence,imputed_any,0,122,425.19841131542495,598.3824538161132,54.20837769620489
A2,roll_04,persistence,imputed_any,1,28,262.8978633184106,374.0574098923954,21.72060533027144
A2,roll_04,persistence,imputed_count,0,122,425.19841131542495,598.3824538161132,54.20837769620489
A2,roll_04,persistence,imputed_count,1,28,262.8978633184106,374.0574098923954,21.72060533027144
A2,roll_04,persistence,is_daylight,0,81,347.6649685087506,494.7397704033707,34.369641047295204
A2,roll_04,persistence,is_daylight,1,69,450.35483919113824,634.458324911539,64.31388555585052
A2,roll_04,persistence,overall,ALL,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,pool_on,0,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,pool_switch,0,150,394.9023090226489,563.3308141837591,48.14399352123065
A2,roll_04,persistence,pv_regime,high,7,277.8180161744495,315.3416695713391,49.614252306428966
A2,roll_04,persistence,pv_regime,low,48,415.1282639255275,566.2857644435921,64.32581264255514
A2,roll_04,persistence,pv_regime,med,9,745.583080296643,1026.1987293464347,96.8353276095116
A2,roll_04,persistence,pv_regime,night,86,356.44437033815217,506.1802308605094,33.897003566410966
A2,roll_04,persistence,temp_bin,1,42,342.15841666051153,466.7236854924262,34.82873932202222
A2,roll_04,persistence,temp_bin,2,81,443.5479800495873,632.4169179930091,56.901957343543295
A2,roll_04,persistence,temp_bin,3,26,342.2656262961339,482.57405189454295,44.02966977382245
A2,roll_04,persistence,temp_bin,4,1,38.40018593978721,38.40018593978721,4.962017713272676
A2,roll_04,rf,flag_demand_imputed,0,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,flag_pool_imputed,0,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,flag_pv_imputed,0,123,367.6753765763614,545.1531939572563,49.66981272803029
A2,roll_04,rf,flag_pv_imputed,1,27,154.61069876243823,234.7155884569061,16.084958649388966
A2,roll_04,rf,flag_temp_imputed,0,149,329.3175329633399,504.56321073074326,43.775215896577954
A2,roll_04,rf,flag_temp_imputed,1,1,330.2477739406306,330.2477739406306,21.173680491112197
A2,roll_04,rf,gaplendemandbin,0,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,gaplenpoolbin,0,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,gaplenpvbin,0,123,367.6753765763614,545.1531939572563,49.66981272803029
A2,roll_04,rf,gaplenpvbin,1,7,208.61396185209543,296.1433171488326,16.482179010196266
A2,roll_04,rf,gaplenpvbin,2,18,94.10906469010743,133.10745816990496,9.46304538092499
A2,roll_04,rf,gaplenpvbin,3,2,510.1139845996155,526.6142962048143,74.29190680273919
A2,roll_04,rf,gaplentempbin,0,149,329.3175329633399,504.56321073074326,43.775215896577954
A2,roll_04,rf,gaplentempbin,3,1,330.2477739406306,330.2477739406306,21.173680491112197
A2,roll_04,rf,imputed_any,0,122,367.9821602045231,546.5656786255247,49.90338758243125
A2,roll_04,rf,imputed_any,1,28,160.88345144737372,238.78648515080206,16.266698715164797
A2,roll_04,rf,imputed_count,0,122,367.9821602045231,546.5656786255247,49.90338758243125
A2,roll_04,rf,imputed_count,1,28,160.88345144737372,238.78648515080206,16.266698715164797
A2,roll_04,rf,is_daylight,0,81,227.23386451243843,331.66526169747635,24.454175292874286
A2,roll_04,rf,is_daylight,1,69,449.1683646372574,649.7706963524054,66.1288789907016
A2,roll_04,rf,overall,ALL,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,pool_on,0,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,pool_switch,0,150,329.32373456985516,503.6009306452037,43.62453899387484
A2,roll_04,rf,pv_regime,high,7,623.4181887035811,657.2496673314895,88.4084282025534
A2,roll_04,rf,pv_regime,low,48,375.4180004063199,552.6803962684392,64.84451296781384
A2,roll_04,rf,pv_regime,med,9,606.6482920685698,897.5310777941535,76.52040190825359
A2,roll_04,rf,pv_regime,night,86,250.63644437712475,390.3831842214229,24.693042000395426
A2,roll_04,rf,temp_bin,1,42,211.19203953924065,287.5039756511845,23.70383670611531
A2,roll_04,rf,temp_bin,2,81,389.03842534604456,605.1290017276139,53.88939496988022
A2,roll_04,rf,temp_bin,3,26,338.1235125059833,432.30395365289957,44.38394113338069
A2,roll_04,rf,temp_bin,4,1,225.17074664499148,225.17074664499148,29.09624539618761
A3,roll_01,mlr,flag_demand_imputed,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,flag_pool_imputed,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,flag_pv_imputed,0,156,487.7443586773379,623.8044778395972,54.81693700059166
A3,roll_01,mlr,flag_pv_imputed,1,11,437.066695338612,470.5259850938714,112.3980736334372
A3,roll_01,mlr,flag_temp_imputed,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,gaplendemandbin,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,gaplenpoolbin,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,gaplenpvbin,0,156,487.7443586773379,623.8044778395972,54.81693700059166
A3,roll_01,mlr,gaplenpvbin,2,11,437.066695338612,470.5259850938714,112.3980736334372
A3,roll_01,mlr,gaplentempbin,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,imputed_any,0,156,487.7443586773379,623.8044778395972,54.81693700059166
A3,roll_01,mlr,imputed_any,1,11,437.066695338612,470.5259850938714,112.3980736334372
A3,roll_01,mlr,imputed_count,0,156,487.7443586773379,623.8044778395972,54.81693700059166
A3,roll_01,mlr,imputed_count,1,11,437.066695338612,470.5259850938714,112.3980736334372
A3,roll_01,mlr,is_daylight,0,104,455.8608581328521,555.2371142867759,59.07637467820762
A3,roll_01,mlr,is_daylight,1,63,531.5289580408385,702.3538604589904,57.839333579785986
A3,roll_01,mlr,overall,ALL,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,pool_on,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,pool_switch,0,167,484.406308996344,614.8849163268115,58.609706479401865
A3,roll_01,mlr,pv_regime,high,2,1055.6498610647432,1121.9441663889934,223.45286182926128
A3,roll_01,mlr,pv_regime,low,41,553.7380031216176,720.4179708491051,62.07945601776982
A3,roll_01,mlr,pv_regime,med,4,705.3031910746298,970.6082640217116,82.9956002479736
A3,roll_01,mlr,pv_regime,night,120,443.8340248997927,544.4799864635892,53.86395967234275
A3,roll_01,mlr,temp_bin,0,5,590.4274594949655,789.2201828049211,13.751602105305944
A3,roll_01,mlr,temp_bin,1,33,480.1411156800715,594.1377442808192,70.44157759849537
A3,roll_01,mlr,temp_bin,2,121,479.37929188035076,612.4120604753665,57.94500907378617
A3,roll_01,mlr,temp_bin,3,8,511.7706462437286,611.9369133271813,47.8931016068882
A3,roll_01,persistence,flag_demand_imputed,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,flag_pool_imputed,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,flag_pv_imputed,0,156,490.78932888429944,683.6269954286873,44.151200425750204
A3,roll_01,persistence,flag_pv_imputed,1,11,85.74688566003117,206.74072443569256,12.028325958094042
A3,roll_01,persistence,flag_temp_imputed,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,gaplendemandbin,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,gaplenpoolbin,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,gaplenpvbin,0,156,490.78932888429944,683.6269954286873,44.151200425750204
A3,roll_01,persistence,gaplenpvbin,2,11,85.74688566003117,206.74072443569256,12.028325958094042
A3,roll_01,persistence,gaplentempbin,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,imputed_any,0,156,490.78932888429944,683.6269954286873,44.151200425750204
A3,roll_01,persistence,imputed_any,1,11,85.74688566003117,206.74072443569256,12.028325958094042
A3,roll_01,persistence,imputed_count,0,156,490.78932888429944,683.6269954286873,44.151200425750204
A3,roll_01,persistence,imputed_count,1,11,85.74688566003117,206.74072443569256,12.028325958094042
A3,roll_01,persistence,is_daylight,0,104,388.88039874500294,571.1368947815705,32.12345402138584
A3,roll_01,persistence,is_daylight,1,63,588.2982472814404,791.3379254815911,58.39777196399901
A3,roll_01,persistence,overall,ALL,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,pool_on,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,pool_switch,0,167,464.1098865162338,662.8558903706465,42.03532246680279
A3,roll_01,persistence,pv_regime,high,2,584.256472315625,750.1262088915489,133.92502136723658
A3,roll_01,persistence,pv_regime,low,41,611.6269766379464,790.4070281572045,63.376476480707545
A3,roll_01,persistence,pv_regime,med,4,1066.3141442061528,1248.0122501033397,122.71549943859613
A3,roll_01,persistence,pv_regime,night,120,391.6322957049949,580.2738111077889,30.522927297984992
A3,roll_01,persistence,temp_bin,0,5,317.9009645842276,566.6933869498566,7.526664906023788
A3,roll_01,persistence,temp_bin,1,33,433.3270954339562,663.2403262094545,40.450753984438656
A3,roll_01,persistence,temp_bin,2,121,474.71868675393347,666.3183286437833,43.40418482435078
A3,roll_01,persistence,temp_bin,3,8,522.011372342927,664.5034371479896,49.43553527412829
A3,roll_01,rf,flag_demand_imputed,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,flag_pool_imputed,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,flag_pv_imputed,0,156,426.1285015055977,561.7509965615792,41.8209390534865
A3,roll_01,rf,flag_pv_imputed,1,11,161.49312793940956,174.00903673957185,37.31493331785736
A3,roll_01,rf,flag_temp_imputed,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,gaplendemandbin,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,gaplenpoolbin,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,gaplenpvbin,0,156,426.1285015055977,561.7509965615792,41.8209390534865
A3,roll_01,rf,gaplenpvbin,2,11,161.49312793940956,174.00903673957185,37.31493331785736
A3,roll_01,rf,gaplentempbin,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,imputed_any,0,156,426.1285015055977,561.7509965615792,41.8209390534865
A3,roll_01,rf,imputed_any,1,11,161.49312793940956,174.00903673957185,37.31493331785736
A3,roll_01,rf,imputed_count,0,156,426.1285015055977,561.7509965615792,41.8209390534865
A3,roll_01,rf,imputed_count,1,11,161.49312793940956,174.00903673957185,37.31493331785736
A3,roll_01,rf,is_daylight,0,104,373.4255035794291,503.56706872636255,36.51519937363935
A3,roll_01,rf,is_daylight,1,63,466.924099522954,606.6926285086629,49.79285752352113
A3,roll_01,rf,overall,ALL,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,pool_on,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,pool_switch,0,167,408.6974289952498,544.768714353209,41.52413628048098
A3,roll_01,rf,pv_regime,high,2,921.6489460895491,1000.2979650267054,197.33764920944492
A3,roll_01,rf,pv_regime,low,41,480.4772335181469,598.5375625857837,51.475686843008695
A3,roll_01,rf,pv_regime,med,4,853.9752926544423,974.158950929144,96.47379984541368
A3,roll_01,rf,pv_regime,night,120,360.7808750430487,492.2381923063946,33.69547583730352
A3,roll_01,rf,temp_bin,0,5,733.409870196212,921.1029265527715,17.07012535600117
A3,roll_01,rf,temp_bin,1,33,327.49124276807567,437.86352699365165,42.62915942423468
A3,roll_01,rf,temp_bin,2,121,415.4798610157473,551.8619853177781,42.056240200984256
A3,roll_01,rf,temp_bin,3,8,438.1433871217181,517.3578060776266,44.20160084268474
A3,roll_02,mlr,flag_demand_imputed,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,flag_pool_imputed,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,flag_pv_imputed,0,153,461.7368677673841,618.9068956500809,89.61080391706606
A3,roll_02,mlr,flag_pv_imputed,1,14,210.2643870962303,277.9914956733995,41.77987503867282
A3,roll_02,mlr,flag_temp_imputed,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,gaplendemandbin,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,gaplenpoolbin,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,gaplenpvbin,0,153,461.7368677673841,618.9068956500809,89.61080391706606
A3,roll_02,mlr,gaplenpvbin,1,1,375.8098657214114,375.8098657214114,98.35783190373859
A3,roll_02,mlr,gaplenpvbin,2,6,139.28901524325252,208.18043578669742,36.99415890775871
A3,roll_02,mlr,gaplenpvbin,3,7,247.4510660237568,311.8246267867087,37.799352170161235
A3,roll_02,mlr,gaplentempbin,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,imputed_any,0,153,461.7368677673841,618.9068956500809,89.61080391706606
A3,roll_02,mlr,imputed_any,1,14,210.2643870962303,277.9914956733995,41.77987503867282
A3,roll_02,mlr,imputed_count,0,153,461.7368677673841,618.9068956500809,89.61080391706606
A3,roll_02,mlr,imputed_count,1,14,210.2643870962303,277.9914956733995,41.77987503867282
A3,roll_02,mlr,is_daylight,0,104,374.0541340442602,483.5830866910836,53.14660119021928
A3,roll_02,mlr,is_daylight,1,63,550.600194399269,749.2561208521149,139.17658295348764
A3,roll_02,mlr,overall,ALL,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,pool_on,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,pool_switch,0,167,440.65534244165866,597.8399684846825,85.60102544821872
A3,roll_02,mlr,pv_regime,high,4,827.8200905024812,885.6021894491493,490.61914885018945
A3,roll_02,mlr,pv_regime,low,31,609.8989330869305,822.254302219437,60.488929460409445
A3,roll_02,mlr,pv_regime,med,18,545.5776247250732,741.2953202240571,264.0325781538072
A3,roll_02,mlr,pv_regime,night,114,364.48155837720094,474.8059632787707,50.04518802114512
A3,roll_02,mlr,temp_bin,0,3,318.5568892673081,399.93460413847146,16.746109488745155
A3,roll_02,mlr,temp_bin,1,88,376.5636811260356,494.8536513403541,52.96955167559001
A3,roll_02,mlr,temp_bin,2,74,521.5912243791596,709.5243466790793,118.22499667120006
A3,roll_02,mlr,temp_bin,3,2,449.2084884030671,450.09927721977976,417.5813101327828
A3,roll_02,persistence,flag_demand_imputed,0,167,448.9457162149462,690.7010939146944,69.05619842777008
A3,roll_02,persistence,flag_pool_imputed,0,167,448.9457162149462,690.7010939146944,69.05619842777008
A3,roll_02,persistence,flag_pv_imputed,0,153,477.0632867452539,717.276395177727,73.72745086620608
A3,roll_02,persistence,flag_pv_imputed,1,14,141.66083827658332,261.0536133258675,18.006082493433876
A3,roll_02,persistence,flag_temp_imputed,0,167,448.9457162149462,690.7010939146944,69.05619842777008
A3,roll_02,persistence,gaplendemandbin,0,167,448.9457162149462,690.7010939146944,69.05619842777008
A3,roll_02,persistence,gaplenpoolbin,0,167,448.9457162149462,690.7010939146944,69.05619842777008
A3,roll_02,persistence,gaplenpvbin,0,153,477.0632867452539,717.276395177727,73.72745086620608
A3,roll_02,persistence,gaplenpvbin,1,1,8.321551064972141,8.321551064972141,2.1779356943057335
