datasetid,splitid,modelname,source,nrows_overall,mae_overall,rmse_overall,mape_overall,mae_dn_day,mae_dn_night,mape_dn_day,mape_dn_night,nrows_dn_day,nrows_dn_night,rmse_dn_day,rmse_dn_night
B1,roll_01,persistence,intersection,127,539.4853657660749,725.1785567721017,49.78550559091813,588.2982472814404,491.4351855243867,58.39777196399901,41.30780587991661,63,64,791.3379254815911,653.5440689451399
B1,roll_01,rf,intersection,127,467.2286108906501,606.7816512773553,44.93763825208661,469.76509566157927,464.73175869426655,50.862587367519374,39.10526646658248,63,64,624.2582125741254,589.0719737917186
B1,roll_02,mlr,intersection,138,484.9866663176612,663.769457315254,83.06545703575574,582.0362026919056,403.46505576329565,133.86379274394022,40.39485504088078,63,75,804.7750262544806,516.3802998887581
B1,roll_02,persistence,intersection,138,508.1342943770623,739.8395940510944,77.90987083169425,625.079395070522,409.9004097945559,129.65683579995323,34.44242025835671,63,75,891.9204834453851,582.1585908325401
B1,roll_02,rf,intersection,138,443.9480272444274,615.5813339054721,79.59692662455716,587.577396693214,323.29935690744685,138.67782811025938,29.968969376567355,63,75,779.3952437946209,432.41931275036495
B1,roll_03,mlr,intersection,124,532.9709071599834,671.7537671949054,91.38686155896384,562.5051207646846,502.4683586829967,134.13215264353576,47.24008552079936,63,61,699.4272184352142,641.9218839264229
B1,roll_03,persistence,intersection,124,518.2096232441302,689.6275557071873,91.20248985135149,537.9703452835627,497.8010086788148,137.4864105768242,43.40106352832232,63,61,674.2590562815245,705.1484230421763
B1,roll_03,rf,intersection,124,477.7197358496065,637.0360587841617,93.59292136954352,549.9734176371646,403.0970808886855,150.61882750977244,34.69731338865134,63,61,691.6156671936092,575.2564933829386
B1,roll_04,mlr,intersection,97,404.98327033020814,569.1523675604146,55.54056603897295,439.32328276460345,328.2905758933919,68.04439832075322,27.61534060966372,67,30,630.2652133309558,400.2892485612098
B1,roll_04,persistence,intersection,97,405.3907669372235,574.9845325894179,51.88674127212665,443.8730019454219,319.44710875224706,63.57092285705844,25.79206906577895,67,30,632.6362943599826,418.4725403366145
B1,roll_04,rf,intersection,97,362.0384100943437,541.9174509941738,49.9920147842549,437.5095183644866,193.48626829102423,64.7647595450059,16.999551485244282,67,30,626.9887588564599,267.56496083865983
B2,roll_01,mlr,intersection,127,493.4045039034758,641.9015785140579,47.61212681340034,516.9743292435832,470.2029570843076,53.9846577369298,41.33916668555101,63,64,678.0857837548635,604.1698725981167
B2,roll_01,persistence,intersection,127,539.4853657660749,725.1785567721017,49.78550559091813,588.2982472814404,491.4351855243867,58.39777196399901,41.30780587991661,63,64,791.3379254815911,653.5440689451399
B2,roll_01,rf,intersection,127,474.3682132657962,613.4559104778855,46.50067533883458,485.1548644449308,463.7501035113358,52.11000985880221,40.97898667074145,63,64,629.5103362811603,597.2309798560494
B2,roll_02,mlr,intersection,138,484.986666317662,663.7694573152538,83.06545703575581,582.0362026919051,403.46505576329776,133.86379274394017,40.394855040881005,63,75,804.7750262544789,516.3802998887597
B2,roll_02,persistence,intersection,138,508.1342943770623,739.8395940510944,77.90987083169425,625.079395070522,409.9004097945559,129.65683579995323,34.44242025835671,63,75,891.9204834453851,582.1585908325401
B2,roll_02,rf,intersection,138,446.3679286630693,617.9508670085376,78.58118980814312,593.0445967069707,323.15952750619215,134.3095267092146,31.769386811243088,63,75,795.5062097639159,413.5832627392834
B2,roll_03,mlr,intersection,124,532.9709071599834,671.7537671949053,91.38686155896386,562.505120764685,502.4683586829967,134.13215264353593,47.24008552079931,63,61,699.4272184352144,641.9218839264228
B2,roll_03,persistence,intersection,124,518.2096232441302,689.6275557071873,91.20248985135149,537.9703452835627,497.8010086788148,137.4864105768242,43.40106352832232,63,61,674.2590562815245,705.1484230421763
B2,roll_03,rf,intersection,124,476.2929787563175,639.7839999893728,79.0554975202536,547.6638644049647,402.5820640700097,121.13232511731682,35.59910180525395,63,61,697.5747682268301,574.0231496424927
B2,roll_04,mlr,intersection,97,404.9832703302136,569.1523675604208,55.54056603897385,439.3232827646111,328.2905758933926,68.04439832075457,27.61534060966352,67,30,630.2652133309646,400.2892485612069
B2,roll_04,persistence,intersection,97,405.3907669372235,574.9845325894179,51.88674127212665,443.8730019454219,319.44710875224706,63.57092285705844,25.79206906577895,67,30,632.6362943599826,418.4725403366145
B2,roll_04,rf,intersection,97,379.091286453084,563.9969465905427,51.48981234607006,442.9587001472733,236.45406253606157,65.51748958178693,20.16133318630235,67,30,649.4350506483562,294.20308254349135
B3,roll_01,mlr,intersection,127,510.9887391447948,654.3036289473758,53.189525385923645,531.5289580408385,490.76946116900194,57.83933357978599,48.6123704450904,63,64,702.3538604589904,603.2777886836318
B3,roll_01,persistence,intersection,127,539.4853657660749,725.1785567721017,49.78550559091813,588.2982472814404,491.4351855243867,58.39777196399901,41.30780587991661,63,64,791.3379254815911,653.5440689451399
B3,roll_01,rf,intersection,127,472.3446747751005,605.2105053346601,46.07167937195041,466.924099522954,477.68055353893226,49.79285752352113,42.40864462899798,63,64,606.6926285086629,603.7479867564638
B3,roll_02,mlr,intersection,138,464.6654818943362,625.9360590784598,87.59326481697865,550.600194399269,392.4803233901928,139.17658295348764,44.26327758231108,63,75,749.2561208521149,499.3409366432289
B3,roll_02,persistence,intersection,138,508.1342943770623,739.8395940510944,77.90987083169425,625.079395070522,409.9004097945559,129.65683579995323,34.44242025835671,63,75,891.9204834453851,582.1585908325401
B3,roll_02,rf,intersection,138,456.9643422685767,621.0328789701803,82.42018650610176,601.2899257327081,335.73085215870634,141.42205596165817,32.85861616343438,63,75,789.9792074143886,430.6253304190636
B3,roll_03,mlr,intersection,124,503.7524629468232,645.4560311237335,89.48347475125506,516.863798349001,490.2112476953939,136.1765272507075,41.259502497722245,63,61,663.6737861938983,626.0847658243443
B3,roll_03,persistence,intersection,124,518.2096232441302,689.6275557071873,91.20248985135149,537.9703452835627,497.8010086788148,137.4864105768242,43.40106352832232,63,61,674.2590562815245,705.1484230421763
B3,roll_03,rf,intersection,124,495.73733646967,665.4566968951622,84.29572901704346,568.5975106756172,420.4883040930358,132.08552989776106,34.93904941892523,63,61,727.3504548923405,594.8109936511294
B3,roll_04,mlr,intersection,97,407.3795535412576,556.3061762677348,57.320107477380255,431.867224743786,352.69042118894424,70.8320248250676,27.14349206754518,67,30,607.5808391255741,419.7569373356428
B3,roll_04,persistence,intersection,97,405.3907669372235,574.9845325894179,51.88674127212665,443.8730019454219,319.44710875224706,63.57092285705844,25.79206906577895,67,30,632.6362943599826,418.4725403366145
B3,roll_04,rf,intersection,97,376.8435626191074,556.1206433631493,55.90746306447358,445.2734814103149,224.01674398541064,72.37556536150434,19.128701267771525,67,30,641.0774210070776,286.5617493641711
B4,roll_01,mlr,intersection,127,521.8929088976153,666.3777822077642,57.260209980711984,516.352459934917,527.3467883452713,59.05982572481179,55.488713232613705,63,64,684.0501579035852,648.511351908867
B4,roll_01,persistence,intersection,127,539.4853657660749,725.1785567721017,49.78550559091813,588.2982472814404,491.4351855243867,58.39777196399901,41.30780587991661,63,64,791.3379254815911,653.5440689451399
B4,roll_01,rf,intersection,127,501.4776025591177,630.6523946918169,48.49873096950731,478.0933340584191,524.4964918644928,50.3437206956669,46.682569207818936,63,64,595.2443605939804,663.6646811524
B4,roll_02,mlr,intersection,138,492.6447794285064,641.072968963755,94.73888472040106,526.8851918561004,463.8828329893274,135.65678952606586,60.36784468364264,63,75,721.384892118209,564.8543159630372
B4,roll_02,persistence,intersection,138,508.1342943770623,739.8395940510944,77.90987083169425,625.079395070522,409.9004097945559,129.65683579995323,34.44242025835671,63,75,891.9204834453851,582.1585908325401
B4,roll_02,rf,intersection,138,498.1802890206072,648.8520657546286,90.4079498560941,608.4288312822007,405.5715135208687,150.89352830909172,39.60006395557612,63,75,803.8483804154497,481.53079054776464
B4,roll_03,mlr,intersection,124,524.2667402850667,662.1962616512174,94.94229045148846,507.50521690813815,541.5778218055011,136.67926958921163,51.836885768266136,63,61,661.4378039592566,662.978675982464
B4,roll_03,persistence,intersection,124,518.2096232441302,689.6275557071873,91.20248985135149,537.9703452835627,497.8010086788148,137.4864105768242,43.40106352832232,63,61,674.2590562815245,705.1484230421763
B4,roll_03,rf,intersection,124,492.04355873268713,643.5344101071485,89.10633754528236,552.6241566381714,429.4767117155479,139.85004210102232,36.698904971321376,63,61,711.3125106936969,565.0635369937357
B4,roll_04,mlr,intersection,97,411.6650466149288,566.1869091453849,57.75683628949256,429.4505828156651,371.94401576661744,69.71388943232294,31.052750937171357,67,30,603.5417962850382,472.2096239905392
B4,roll_04,persistence,intersection,97,405.3907669372235,574.9845325894179,51.88674127212665,443.8730019454219,319.44710875224706,63.57092285705844,25.79206906577895,67,30,632.6362943599826,418.4725403366145
B4,roll_04,rf,intersection,97,390.1606140930599,567.649739261809,60.379135255748,458.8219846046686,236.8168866171337,78.46694246838187,19.983032480865678,67,30,654.0365942269921,294.1521662648484
