dataset_id,split_id,model_name,K,n_test,n_anom_resid,rate_anom_resid,n_anom_raw,rate_anom_raw
B4,roll_03,persistence,11,124,0,0.0,0,0.0
B4,roll_03,persistence,12,124,0,0.0,0,0.0
B4,roll_03,persistence,13,124,0,0.0,0,0.0
B4,roll_03,persistence,14,124,0,0.0,0,0.0
B4,roll_03,persistence,15,124,0,0.0,0,0.0
B4,roll_03,rf,3,124,4,0.03225806451612903,12,0.0967741935483871
B4,roll_03,rf,4,124,0,0.0,2,0.016129032258064516
B4,roll_03,rf,5,124,0,0.0,0,0.0
B4,roll_03,rf,6,124,0,0.0,0,0.0
B4,roll_03,rf,7,124,0,0.0,0,0.0
B4,roll_03,rf,8,124,0,0.0,0,0.0
B4,roll_03,rf,9,124,0,0.0,0,0.0
B4,roll_03,rf,10,124,0,0.0,0,0.0
B4,roll_03,rf,11,124,0,0.0,0,0.0
B4,roll_03,rf,12,124,0,0.0,0,0.0
B4,roll_03,rf,13,124,0,0.0,0,0.0
B4,roll_03,rf,14,124,0,0.0,0,0.0
B4,roll_03,rf,15,124,0,0.0,0,0.0
A1,roll_04,mlr,3,167,8,0.04790419161676647,7,0.041916167664670656
A1,roll_04,mlr,4,167,5,0.029940119760479042,2,0.011976047904191617
A1,roll_04,mlr,5,167,2,0.011976047904191617,0,0.0
A1,roll_04,mlr,6,167,0,0.0,0,0.0
A1,roll_04,mlr,7,167,0,0.0,0,0.0
A1,roll_04,mlr,8,167,0,0.0,0,0.0
A1,roll_04,mlr,9,167,0,0.0,0,0.0
A1,roll_04,mlr,10,167,0,0.0,0,0.0
A1,roll_04,mlr,11,167,0,0.0,0,0.0
A1,roll_04,mlr,12,167,0,0.0,0,0.0
A1,roll_04,mlr,13,167,0,0.0,0,0.0
A1,roll_04,mlr,14,167,0,0.0,0,0.0
A1,roll_04,mlr,15,167,0,0.0,0,0.0
A1,roll_04,persistence,3,167,24,0.1437125748502994,7,0.041916167664670656
A1,roll_04,persistence,4,167,10,0.059880239520958084,2,0.011976047904191617
A1,roll_04,persistence,5,167,5,0.029940119760479042,0,0.0
A1,roll_04,persistence,6,167,4,0.023952095808383235,0,0.0
A1,roll_04,persistence,7,167,1,0.005988023952095809,0,0.0
A1,roll_04,persistence,8,167,0,0.0,0,0.0
A1,roll_04,persistence,9,167,0,0.0,0,0.0
A1,roll_04,persistence,10,167,0,0.0,0,0.0
A1,roll_04,persistence,11,167,0,0.0,0,0.0
A1,roll_04,persistence,12,167,0,0.0,0,0.0
A1,roll_04,persistence,13,167,0,0.0,0,0.0
A1,roll_04,persistence,14,167,0,0.0,0,0.0
A1,roll_04,persistence,15,167,0,0.0,0,0.0
A1,roll_04,rf,3,167,6,0.03592814371257485,7,0.041916167664670656
A1,roll_04,rf,4,167,6,0.03592814371257485,2,0.011976047904191617
A1,roll_04,rf,5,167,2,0.011976047904191617,0,0.0
A1,roll_04,rf,6,167,1,0.005988023952095809,0,0.0
A1,roll_04,rf,7,167,1,0.005988023952095809,0,0.0
A1,roll_04,rf,8,167,0,0.0,0,0.0
A1,roll_04,rf,9,167,0,0.0,0,0.0
A1,roll_04,rf,10,167,0,0.0,0,0.0
A1,roll_04,rf,11,167,0,0.0,0,0.0
A1,roll_04,rf,12,167,0,0.0,0,0.0
A1,roll_04,rf,13,167,0,0.0,0,0.0
A1,roll_04,rf,14,167,0,0.0,0,0.0
A1,roll_04,rf,15,167,0,0.0,0,0.0
A2,roll_04,mlr,3,150,7,0.04666666666666667,7,0.04666666666666667
A2,roll_04,mlr,4,150,5,0.03333333333333333,2,0.013333333333333334
A2,roll_04,mlr,5,150,2,0.013333333333333334,0,0.0
A2,roll_04,mlr,6,150,0,0.0,0,0.0
A2,roll_04,mlr,7,150,0,0.0,0,0.0
A2,roll_04,mlr,8,150,0,0.0,0,0.0
A2,roll_04,mlr,9,150,0,0.0,0,0.0
A2,roll_04,mlr,10,150,0,0.0,0,0.0
A2,roll_04,mlr,11,150,0,0.0,0,0.0
A2,roll_04,mlr,12,150,0,0.0,0,0.0
A2,roll_04,mlr,13,150,0,0.0,0,0.0
A2,roll_04,mlr,14,150,0,0.0,0,0.0
A2,roll_04,mlr,15,150,0,0.0,0,0.0
A2,roll_04,persistence,3,150,23,0.15333333333333332,7,0.04666666666666667
A2,roll_04,persistence,4,150,9,0.06,2,0.013333333333333334
A2,roll_04,persistence,5,150,5,0.03333333333333333,0,0.0
A2,roll_04,persistence,6,150,4,0.02666666666666667,0,0.0
A2,roll_04,persistence,7,150,1,0.006666666666666667,0,0.0
A2,roll_04,persistence,8,150,0,0.0,0,0.0
A2,roll_04,persistence,9,150,0,0.0,0,0.0
A2,roll_04,persistence,10,150,0,0.0,0,0.0
A2,roll_04,persistence,11,150,0,0.0,0,0.0
A2,roll_04,persistence,12,150,0,0.0,0,0.0
A2,roll_04,persistence,13,150,0,0.0,0,0.0
A2,roll_04,persistence,14,150,0,0.0,0,0.0
A2,roll_04,persistence,15,150,0,0.0,0,0.0
A2,roll_04,rf,3,150,6,0.04,7,0.04666666666666667
A2,roll_04,rf,4,150,5,0.03333333333333333,2,0.013333333333333334
A2,roll_04,rf,5,150,2,0.013333333333333334,0,0.0
A2,roll_04,rf,6,150,1,0.006666666666666667,0,0.0
A2,roll_04,rf,7,150,0,0.0,0,0.0
A2,roll_04,rf,8,150,0,0.0,0,0.0
A2,roll_04,rf,9,150,0,0.0,0,0.0
A2,roll_04,rf,10,150,0,0.0,0,0.0
A2,roll_04,rf,11,150,0,0.0,0,0.0
A2,roll_04,rf,12,150,0,0.0,0,0.0
A2,roll_04,rf,13,150,0,0.0,0,0.0
A2,roll_04,rf,14,150,0,0.0,0,0.0
A2,roll_04,rf,15,150,0,0.0,0,0.0
A3,roll_04,mlr,3,167,9,0.05389221556886228,7,0.041916167664670656
A3,roll_04,mlr,4,167,3,0.017964071856287425,2,0.011976047904191617
A3,roll_04,mlr,5,167,2,0.011976047904191617,0,0.0
A3,roll_04,mlr,6,167,0,0.0,0,0.0
A3,roll_04,mlr,7,167,0,0.0,0,0.0
A3,roll_04,mlr,8,167,0,0.0,0,0.0
A3,roll_04,mlr,9,167,0,0.0,0,0.0
A3,roll_04,mlr,10,167,0,0.0,0,0.0
A3,roll_04,mlr,11,167,0,0.0,0,0.0
A3,roll_04,mlr,12,167,0,0.0,0,0.0
A3,roll_04,mlr,13,167,0,0.0,0,0.0
A3,roll_04,mlr,14,167,0,0.0,0,0.0
A3,roll_04,mlr,15,167,0,0.0,0,0.0
A3,roll_04,persistence,3,167,24,0.1437125748502994,7,0.041916167664670656
A3,roll_04,persistence,4,167,10,0.059880239520958084,2,0.011976047904191617
A3,roll_04,persistence,5,167,5,0.029940119760479042,0,0.0
A3,roll_04,persistence,6,167,4,0.023952095808383235,0,0.0
A3,roll_04,persistence,7,167,1,0.005988023952095809,0,0.0
A3,roll_04,persistence,8,167,0,0.0,0,0.0
A3,roll_04,persistence,9,167,0,0.0,0,0.0
A3,roll_04,persistence,10,167,0,0.0,0,0.0
A3,roll_04,persistence,11,167,0,0.0,0,0.0
A3,roll_04,persistence,12,167,0,0.0,0,0.0
A3,roll_04,persistence,13,167,0,0.0,0,0.0
A3,roll_04,persistence,14,167,0,0.0,0,0.0
A3,roll_04,persistence,15,167,0,0.0,0,0.0
A3,roll_04,rf,3,167,6,0.03592814371257485,7,0.041916167664670656
A3,roll_04,rf,4,167,5,0.029940119760479042,2,0.011976047904191617
A3,roll_04,rf,5,167,2,0.011976047904191617,0,0.0
A3,roll_04,rf,6,167,1,0.005988023952095809,0,0.0
A3,roll_04,rf,7,167,0,0.0,0,0.0
A3,roll_04,rf,8,167,0,0.0,0,0.0
A3,roll_04,rf,9,167,0,0.0,0,0.0
A3,roll_04,rf,10,167,0,0.0,0,0.0
A3,roll_04,rf,11,167,0,0.0,0,0.0
A3,roll_04,rf,12,167,0,0.0,0,0.0
A3,roll_04,rf,13,167,0,0.0,0,0.0
A3,roll_04,rf,14,167,0,0.0,0,0.0
A3,roll_04,rf,15,167,0,0.0,0,0.0
A4,roll_04,mlr,3,97,3,0.030927835051546393,10,0.10309278350515463
A4,roll_04,mlr,4,97,2,0.020618556701030927,1,0.010309278350515464
A4,roll_04,mlr,5,97,1,0.010309278350515464,0,0.0
A4,roll_04,mlr,6,97,0,0.0,0,0.0
A4,roll_04,mlr,7,97,0,0.0,0,0.0
A4,roll_04,mlr,8,97,0,0.0,0,0.0
A4,roll_04,mlr,9,97,0,0.0,0,0.0
A4,roll_04,mlr,10,97,0,0.0,0,0.0
A4,roll_04,mlr,11,97,0,0.0,0,0.0
A4,roll_04,mlr,12,97,0,0.0,0,0.0
A4,roll_04,mlr,13,97,0,0.0,0,0.0
A4,roll_04,mlr,14,97,0,0.0,0,0.0
A4,roll_04,mlr,15,97,0,0.0,0,0.0
A4,roll_04,persistence,3,97,7,0.07216494845360824,7,0.07216494845360824
A4,roll_04,persistence,4,97,4,0.041237113402061855,1,0.010309278350515464
A4,roll_04,persistence,5,97,1,0.010309278350515464,0,0.0
A4,roll_04,persistence,6,97,0,0.0,0,0.0
A4,roll_04,persistence,7,97,0,0.0,0,0.0
A4,roll_04,persistence,8,97,0,0.0,0,0.0
A4,roll_04,persistence,9,97,0,0.0,0,0.0
A4,roll_04,persistence,10,97,0,0.0,0,0.0
A4,roll_04,persistence,11,97,0,0.0,0,0.0
A4,roll_04,persistence,12,97,0,0.0,0,0.0
A4,roll_04,persistence,13,97,0,0.0,0,0.0
A4,roll_04,persistence,14,97,0,0.0,0,0.0
A4,roll_04,persistence,15,97,0,0.0,0,0.0
A4,roll_04,rf,3,97,4,0.041237113402061855,10,0.10309278350515463
A4,roll_04,rf,4,97,2,0.020618556701030927,1,0.010309278350515464
A4,roll_04,rf,5,97,1,0.010309278350515464,0,0.0
A4,roll_04,rf,6,97,0,0.0,0,0.0
A4,roll_04,rf,7,97,0,0.0,0,0.0
A4,roll_04,rf,8,97,0,0.0,0,0.0
A4,roll_04,rf,9,97,0,0.0,0,0.0
A4,roll_04,rf,10,97,0,0.0,0,0.0
A4,roll_04,rf,11,97,0,0.0,0,0.0
A4,roll_04,rf,12,97,0,0.0,0,0.0
A4,roll_04,rf,13,97,0,0.0,0,0.0
A4,roll_04,rf,14,97,0,0.0,0,0.0
A4,roll_04,rf,15,97,0,0.0,0,0.0
B1,roll_04,mlr,3,167,8,0.04790419161676647,7,0.041916167664670656
B1,roll_04,mlr,4,167,5,0.029940119760479042,2,0.011976047904191617
B1,roll_04,mlr,5,167,2,0.011976047904191617,0,0.0
B1,roll_04,mlr,6,167,0,0.0,0,0.0
B1,roll_04,mlr,7,167,0,0.0,0,0.0
B1,roll_04,mlr,8,167,0,0.0,0,0.0
B1,roll_04,mlr,9,167,0,0.0,0,0.0
B1,roll_04,mlr,10,167,0,0.0,0,0.0
B1,roll_04,mlr,11,167,0,0.0,0,0.0
B1,roll_04,mlr,12,167,0,0.0,0,0.0
B1,roll_04,mlr,13,167,0,0.0,0,0.0
B1,roll_04,mlr,14,167,0,0.0,0,0.0
B1,roll_04,mlr,15,167,0,0.0,0,0.0
B1,roll_04,persistence,3,167,24,0.1437125748502994,7,0.041916167664670656
B1,roll_04,persistence,4,167,10,0.059880239520958084,2,0.011976047904191617
B1,roll_04,persistence,5,167,5,0.029940119760479042,0,0.0
B1,roll_04,persistence,6,167,4,0.023952095808383235,0,0.0
B1,roll_04,persistence,7,167,1,0.005988023952095809,0,0.0
B1,roll_04,persistence,8,167,0,0.0,0,0.0
B1,roll_04,persistence,9,167,0,0.0,0,0.0
B1,roll_04,persistence,10,167,0,0.0,0,0.0
B1,roll_04,persistence,11,167,0,0.0,0,0.0
B1,roll_04,persistence,12,167,0,0.0,0,0.0
B1,roll_04,persistence,13,167,0,0.0,0,0.0
B1,roll_04,persistence,14,167,0,0.0,0,0.0
B1,roll_04,persistence,15,167,0,0.0,0,0.0
B1,roll_04,rf,3,167,6,0.03592814371257485,7,0.041916167664670656
B1,roll_04,rf,4,167,6,0.03592814371257485,2,0.011976047904191617
B1,roll_04,rf,5,167,2,0.011976047904191617,0,0.0
B1,roll_04,rf,6,167,1,0.005988023952095809,0,0.0
B1,roll_04,rf,7,167,1,0.005988023952095809,0,0.0
B1,roll_04,rf,8,167,0,0.0,0,0.0
B1,roll_04,rf,9,167,0,0.0,0,0.0
B1,roll_04,rf,10,167,0,0.0,0,0.0
B1,roll_04,rf,11,167,0,0.0,0,0.0
B1,roll_04,rf,12,167,0,0.0,0,0.0
B1,roll_04,rf,13,167,0,0.0,0,0.0
B1,roll_04,rf,14,167,0,0.0,0,0.0
B1,roll_04,rf,15,167,0,0.0,0,0.0
B2,roll_04,mlr,3,150,7,0.04666666666666667,7,0.04666666666666667
B2,roll_04,mlr,4,150,5,0.03333333333333333,2,0.013333333333333334
B2,roll_04,mlr,5,150,2,0.013333333333333334,0,0.0
B2,roll_04,mlr,6,150,0,0.0,0,0.0
B2,roll_04,mlr,7,150,0,0.0,0,0.0
B2,roll_04,mlr,8,150,0,0.0,0,0.0
B2,roll_04,mlr,9,150,0,0.0,0,0.0
B2,roll_04,mlr,10,150,0,0.0,0,0.0
B2,roll_04,mlr,11,150,0,0.0,0,0.0
B2,roll_04,mlr,12,150,0,0.0,0,0.0
B2,roll_04,mlr,13,150,0,0.0,0,0.0
B2,roll_04,mlr,14,150,0,0.0,0,0.0
B2,roll_04,mlr,15,150,0,0.0,0,0.0
B2,roll_04,persistence,3,150,23,0.15333333333333332,7,0.04666666666666667
B2,roll_04,persistence,4,150,9,0.06,2,0.013333333333333334
B2,roll_04,persistence,5,150,5,0.03333333333333333,0,0.0
B2,roll_04,persistence,6,150,4,0.02666666666666667,0,0.0
B2,roll_04,persistence,7,150,1,0.006666666666666667,0,0.0
B2,roll_04,persistence,8,150,0,0.0,0,0.0
B2,roll_04,persistence,9,150,0,0.0,0,0.0
B2,roll_04,persistence,10,150,0,0.0,0,0.0
B2,roll_04,persistence,11,150,0,0.0,0,0.0
B2,roll_04,persistence,12,150,0,0.0,0,0.0
B2,roll_04,persistence,13,150,0,0.0,0,0.0
B2,roll_04,persistence,14,150,0,0.0,0,0.0
B2,roll_04,persistence,15,150,0,0.0,0,0.0
B2,roll_04,rf,3,150,6,0.04,7,0.04666666666666667
B2,roll_04,rf,4,150,5,0.03333333333333333,2,0.013333333333333334
B2,roll_04,rf,5,150,2,0.013333333333333334,0,0.0
B2,roll_04,rf,6,150,1,0.006666666666666667,0,0.0
B2,roll_04,rf,7,150,0,0.0,0,0.0
B2,roll_04,rf,8,150,0,0.0,0,0.0
B2,roll_04,rf,9,150,0,0.0,0,0.0
B2,roll_04,rf,10,150,0,0.0,0,0.0
B2,roll_04,rf,11,150,0,0.0,0,0.0
B2,roll_04,rf,12,150,0,0.0,0,0.0
B2,roll_04,rf,13,150,0,0.0,0,0.0
B2,roll_04,rf,14,150,0,0.0,0,0.0
B2,roll_04,rf,15,150,0,0.0,0,0.0
B3,roll_04,mlr,3,167,9,0.05389221556886228,7,0.041916167664670656
B3,roll_04,mlr,4,167,3,0.017964071856287425,2,0.011976047904191617
B3,roll_04,mlr,5,167,2,0.011976047904191617,0,0.0
B3,roll_04,mlr,6,167,0,0.0,0,0.0
B3,roll_04,mlr,7,167,0,0.0,0,0.0
B3,roll_04,mlr,8,167,0,0.0,0,0.0
B3,roll_04,mlr,9,167,0,0.0,0,0.0
B3,roll_04,mlr,10,167,0,0.0,0,0.0
B3,roll_04,mlr,11,167,0,0.0,0,0.0
B3,roll_04,mlr,12,167,0,0.0,0,0.0
B3,roll_04,mlr,13,167,0,0.0,0,0.0
B3,roll_04,mlr,14,167,0,0.0,0,0.0
B3,roll_04,mlr,15,167,0,0.0,0,0.0
B3,roll_04,persistence,3,167,24,0.1437125748502994,7,0.041916167664670656
B3,roll_04,persistence,4,167,10,0.059880239520958084,2,0.011976047904191617
B3,roll_04,persistence,5,167,5,0.029940119760479042,0,0.0
B3,roll_04,persistence,6,167,4,0.023952095808383235,0,0.0
B3,roll_04,persistence,7,167,1,0.005988023952095809,0,0.0
B3,roll_04,persistence,8,167,0,0.0,0,0.0
B3,roll_04,persistence,9,167,0,0.0,0,0.0
B3,roll_04,persistence,10,167,0,0.0,0,0.0
B3,roll_04,persistence,11,167,0,0.0,0,0.0
B3,roll_04,persistence,12,167,0,0.0,0,0.0
B3,roll_04,persistence,13,167,0,0.0,0,0.0
B3,roll_04,persistence,14,167,0,0.0,0,0.0
B3,roll_04,persistence,15,167,0,0.0,0,0.0
B3,roll_04,rf,3,167,6,0.03592814371257485,7,0.041916167664670656
B3,roll_04,rf,4,167,5,0.029940119760479042,2,0.011976047904191617
B3,roll_04,rf,5,167,2,0.011976047904191617,0,0.0
B3,roll_04,rf,6,167,1,0.005988023952095809,0,0.0
B3,roll_04,rf,7,167,0,0.0,0,0.0
B3,roll_04,rf,8,167,0,0.0,0,0.0
B3,roll_04,rf,9,167,0,0.0,0,0.0
B3,roll_04,rf,10,167,0,0.0,0,0.0
B3,roll_04,rf,11,167,0,0.0,0,0.0
B3,roll_04,rf,12,167,0,0.0,0,0.0
B3,roll_04,rf,13,167,0,0.0,0,0.0
B3,roll_04,rf,14,167,0,0.0,0,0.0
B3,roll_04,rf,15,167,0,0.0,0,0.0
B4,roll_04,mlr,3,97,3,0.030927835051546393,10,0.10309278350515463
B4,roll_04,mlr,4,97,2,0.020618556701030927,1,0.010309278350515464
B4,roll_04,mlr,5,97,1,0.010309278350515464,0,0.0
B4,roll_04,mlr,6,97,0,0.0,0,0.0
B4,roll_04,mlr,7,97,0,0.0,0,0.0
B4,roll_04,mlr,8,97,0,0.0,0,0.0
B4,roll_04,mlr,9,97,0,0.0,0,0.0
B4,roll_04,mlr,10,97,0,0.0,0,0.0
B4,roll_04,mlr,11,97,0,0.0,0,0.0
B4,roll_04,mlr,12,97,0,0.0,0,0.0
B4,roll_04,mlr,13,97,0,0.0,0,0.0
B4,roll_04,mlr,14,97,0,0.0,0,0.0
B4,roll_04,mlr,15,97,0,0.0,0,0.0
B4,roll_04,persistence,3,97,7,0.07216494845360824,7,0.07216494845360824
B4,roll_04,persistence,4,97,4,0.041237113402061855,1,0.010309278350515464
B4,roll_04,persistence,5,97,1,0.010309278350515464,0,0.0
B4,roll_04,persistence,6,97,0,0.0,0,0.0
B4,roll_04,persistence,7,97,0,0.0,0,0.0
B4,roll_04,persistence,8,97,0,0.0,0,0.0
B4,roll_04,persistence,9,97,0,0.0,0,0.0
B4,roll_04,persistence,10,97,0,0.0,0,0.0
B4,roll_04,persistence,11,97,0,0.0,0,0.0
B4,roll_04,persistence,12,97,0,0.0,0,0.0
B4,roll_04,persistence,13,97,0,0.0,0,0.0
B4,roll_04,persistence,14,97,0,0.0,0,0.0
B4,roll_04,persistence,15,97,0,0.0,0,0.0
B4,roll_04,rf,3,97,4,0.041237113402061855,10,0.10309278350515463
B4,roll_04,rf,4,97,2,0.020618556701030927,1,0.010309278350515464
B4,roll_04,rf,5,97,1,0.010309278350515464,0,0.0
B4,roll_04,rf,6,97,0,0.0,0,0.0
B4,roll_04,rf,7,97,0,0.0,0,0.0
B4,roll_04,rf,8,97,0,0.0,0,0.0
B4,roll_04,rf,9,97,0,0.0,0,0.0
B4,roll_04,rf,10,97,0,0.0,0,0.0
B4,roll_04,rf,11,97,0,0.0,0,0.0
B4,roll_04,rf,12,97,0,0.0,0,0.0
B4,roll_04,rf,13,97,0,0.0,0,0.0
B4,roll_04,rf,14,97,0,0.0,0,0.0
B4,roll_04,rf,15,97,0,0.0,0,0.0
