dataset_id,split_id,model_name,K,n_test,n_anom_resid,rate_anom_resid,n_anom_raw,rate_anom_raw
A4,roll_02,persistence,14,138,0,0.0,0,0.0
A4,roll_02,persistence,15,138,0,0.0,0,0.0
A4,roll_02,rf,3,138,2,0.014492753623188406,2,0.014492753623188406
A4,roll_02,rf,4,138,1,0.007246376811594203,0,0.0
A4,roll_02,rf,5,138,1,0.007246376811594203,0,0.0
A4,roll_02,rf,6,138,0,0.0,0,0.0
A4,roll_02,rf,7,138,0,0.0,0,0.0
A4,roll_02,rf,8,138,0,0.0,0,0.0
A4,roll_02,rf,9,138,0,0.0,0,0.0
A4,roll_02,rf,10,138,0,0.0,0,0.0
A4,roll_02,rf,11,138,0,0.0,0,0.0
A4,roll_02,rf,12,138,0,0.0,0,0.0
A4,roll_02,rf,13,138,0,0.0,0,0.0
A4,roll_02,rf,14,138,0,0.0,0,0.0
A4,roll_02,rf,15,138,0,0.0,0,0.0
B1,roll_02,mlr,3,167,13,0.07784431137724551,1,0.005988023952095809
B1,roll_02,mlr,4,167,6,0.03592814371257485,0,0.0
B1,roll_02,mlr,5,167,3,0.017964071856287425,0,0.0
B1,roll_02,mlr,6,167,1,0.005988023952095809,0,0.0
B1,roll_02,mlr,7,167,1,0.005988023952095809,0,0.0
B1,roll_02,mlr,8,167,1,0.005988023952095809,0,0.0
B1,roll_02,mlr,9,167,0,0.0,0,0.0
B1,roll_02,mlr,10,167,0,0.0,0,0.0
B1,roll_02,mlr,11,167,0,0.0,0,0.0
B1,roll_02,mlr,12,167,0,0.0,0,0.0
B1,roll_02,mlr,13,167,0,0.0,0,0.0
B1,roll_02,mlr,14,167,0,0.0,0,0.0
B1,roll_02,mlr,15,167,0,0.0,0,0.0
B1,roll_02,persistence,3,167,34,0.20359281437125748,1,0.005988023952095809
B1,roll_02,persistence,4,167,20,0.11976047904191617,0,0.0
B1,roll_02,persistence,5,167,11,0.0658682634730539,0,0.0
B1,roll_02,persistence,6,167,6,0.03592814371257485,0,0.0
B1,roll_02,persistence,7,167,4,0.023952095808383235,0,0.0
B1,roll_02,persistence,8,167,2,0.011976047904191617,0,0.0
B1,roll_02,persistence,9,167,2,0.011976047904191617,0,0.0
B1,roll_02,persistence,10,167,2,0.011976047904191617,0,0.0
B1,roll_02,persistence,11,167,1,0.005988023952095809,0,0.0
B1,roll_02,persistence,12,167,1,0.005988023952095809,0,0.0
B1,roll_02,persistence,13,167,0,0.0,0,0.0
B1,roll_02,persistence,14,167,0,0.0,0,0.0
B1,roll_02,persistence,15,167,0,0.0,0,0.0
B1,roll_02,rf,3,167,8,0.04790419161676647,1,0.005988023952095809
B1,roll_02,rf,4,167,2,0.011976047904191617,0,0.0
B1,roll_02,rf,5,167,1,0.005988023952095809,0,0.0
B1,roll_02,rf,6,167,1,0.005988023952095809,0,0.0
B1,roll_02,rf,7,167,1,0.005988023952095809,0,0.0
B1,roll_02,rf,8,167,0,0.0,0,0.0
B1,roll_02,rf,9,167,0,0.0,0,0.0
B1,roll_02,rf,10,167,0,0.0,0,0.0
B1,roll_02,rf,11,167,0,0.0,0,0.0
B1,roll_02,rf,12,167,0,0.0,0,0.0
B1,roll_02,rf,13,167,0,0.0,0,0.0
B1,roll_02,rf,14,167,0,0.0,0,0.0
B1,roll_02,rf,15,167,0,0.0,0,0.0
B2,roll_02,mlr,3,167,13,0.07784431137724551,1,0.005988023952095809
B2,roll_02,mlr,4,167,6,0.03592814371257485,0,0.0
B2,roll_02,mlr,5,167,3,0.017964071856287425,0,0.0
B2,roll_02,mlr,6,167,1,0.005988023952095809,0,0.0
B2,roll_02,mlr,7,167,1,0.005988023952095809,0,0.0
B2,roll_02,mlr,8,167,1,0.005988023952095809,0,0.0
B2,roll_02,mlr,9,167,0,0.0,0,0.0
B2,roll_02,mlr,10,167,0,0.0,0,0.0
B2,roll_02,mlr,11,167,0,0.0,0,0.0
B2,roll_02,mlr,12,167,0,0.0,0,0.0
B2,roll_02,mlr,13,167,0,0.0,0,0.0
B2,roll_02,mlr,14,167,0,0.0,0,0.0
B2,roll_02,mlr,15,167,0,0.0,0,0.0
B2,roll_02,persistence,3,167,34,0.20359281437125748,1,0.005988023952095809
B2,roll_02,persistence,4,167,20,0.11976047904191617,0,0.0
B2,roll_02,persistence,5,167,11,0.0658682634730539,0,0.0
B2,roll_02,persistence,6,167,6,0.03592814371257485,0,0.0
B2,roll_02,persistence,7,167,4,0.023952095808383235,0,0.0
B2,roll_02,persistence,8,167,2,0.011976047904191617,0,0.0
B2,roll_02,persistence,9,167,2,0.011976047904191617,0,0.0
B2,roll_02,persistence,10,167,2,0.011976047904191617,0,0.0
B2,roll_02,persistence,11,167,1,0.005988023952095809,0,0.0
B2,roll_02,persistence,12,167,1,0.005988023952095809,0,0.0
B2,roll_02,persistence,13,167,0,0.0,0,0.0
B2,roll_02,persistence,14,167,0,0.0,0,0.0
B2,roll_02,persistence,15,167,0,0.0,0,0.0
B2,roll_02,rf,3,167,8,0.04790419161676647,1,0.005988023952095809
B2,roll_02,rf,4,167,2,0.011976047904191617,0,0.0
B2,roll_02,rf,5,167,1,0.005988023952095809,0,0.0
B2,roll_02,rf,6,167,1,0.005988023952095809,0,0.0
B2,roll_02,rf,7,167,1,0.005988023952095809,0,0.0
B2,roll_02,rf,8,167,0,0.0,0,0.0
B2,roll_02,rf,9,167,0,0.0,0,0.0
B2,roll_02,rf,10,167,0,0.0,0,0.0
B2,roll_02,rf,11,167,0,0.0,0,0.0
B2,roll_02,rf,12,167,0,0.0,0,0.0
B2,roll_02,rf,13,167,0,0.0,0,0.0
B2,roll_02,rf,14,167,0,0.0,0,0.0
B2,roll_02,rf,15,167,0,0.0,0,0.0
B3,roll_02,mlr,3,167,9,0.05389221556886228,1,0.005988023952095809
B3,roll_02,mlr,4,167,2,0.011976047904191617,0,0.0
B3,roll_02,mlr,5,167,1,0.005988023952095809,0,0.0
B3,roll_02,mlr,6,167,1,0.005988023952095809,0,0.0
B3,roll_02,mlr,7,167,0,0.0,0,0.0
B3,roll_02,mlr,8,167,0,0.0,0,0.0
B3,roll_02,mlr,9,167,0,0.0,0,0.0
B3,roll_02,mlr,10,167,0,0.0,0,0.0
B3,roll_02,mlr,11,167,0,0.0,0,0.0
B3,roll_02,mlr,12,167,0,0.0,0,0.0
B3,roll_02,mlr,13,167,0,0.0,0,0.0
B3,roll_02,mlr,14,167,0,0.0,0,0.0
B3,roll_02,mlr,15,167,0,0.0,0,0.0
B3,roll_02,persistence,3,167,34,0.20359281437125748,1,0.005988023952095809
B3,roll_02,persistence,4,167,20,0.11976047904191617,0,0.0
B3,roll_02,persistence,5,167,11,0.0658682634730539,0,0.0
B3,roll_02,persistence,6,167,6,0.03592814371257485,0,0.0
B3,roll_02,persistence,7,167,4,0.023952095808383235,0,0.0
B3,roll_02,persistence,8,167,2,0.011976047904191617,0,0.0
B3,roll_02,persistence,9,167,2,0.011976047904191617,0,0.0
B3,roll_02,persistence,10,167,2,0.011976047904191617,0,0.0
B3,roll_02,persistence,11,167,1,0.005988023952095809,0,0.0
B3,roll_02,persistence,12,167,1,0.005988023952095809,0,0.0
B3,roll_02,persistence,13,167,0,0.0,0,0.0
B3,roll_02,persistence,14,167,0,0.0,0,0.0
B3,roll_02,persistence,15,167,0,0.0,0,0.0
B3,roll_02,rf,3,167,9,0.05389221556886228,1,0.005988023952095809
B3,roll_02,rf,4,167,2,0.011976047904191617,0,0.0
B3,roll_02,rf,5,167,1,0.005988023952095809,0,0.0
B3,roll_02,rf,6,167,1,0.005988023952095809,0,0.0
B3,roll_02,rf,7,167,1,0.005988023952095809,0,0.0
B3,roll_02,rf,8,167,0,0.0,0,0.0
B3,roll_02,rf,9,167,0,0.0,0,0.0
B3,roll_02,rf,10,167,0,0.0,0,0.0
B3,roll_02,rf,11,167,0,0.0,0,0.0
B3,roll_02,rf,12,167,0,0.0,0,0.0
B3,roll_02,rf,13,167,0,0.0,0,0.0
B3,roll_02,rf,14,167,0,0.0,0,0.0
B3,roll_02,rf,15,167,0,0.0,0,0.0
B4,roll_02,mlr,3,138,2,0.014492753623188406,2,0.014492753623188406
B4,roll_02,mlr,4,138,1,0.007246376811594203,0,0.0
B4,roll_02,mlr,5,138,1,0.007246376811594203,0,0.0
B4,roll_02,mlr,6,138,0,0.0,0,0.0
B4,roll_02,mlr,7,138,0,0.0,0,0.0
B4,roll_02,mlr,8,138,0,0.0,0,0.0
B4,roll_02,mlr,9,138,0,0.0,0,0.0
B4,roll_02,mlr,10,138,0,0.0,0,0.0
B4,roll_02,mlr,11,138,0,0.0,0,0.0
B4,roll_02,mlr,12,138,0,0.0,0,0.0
B4,roll_02,mlr,13,138,0,0.0,0,0.0
B4,roll_02,mlr,14,138,0,0.0,0,0.0
B4,roll_02,mlr,15,138,0,0.0,0,0.0
B4,roll_02,persistence,3,138,21,0.15217391304347827,1,0.007246376811594203
B4,roll_02,persistence,4,138,10,0.07246376811594203,0,0.0
B4,roll_02,persistence,5,138,5,0.036231884057971016,0,0.0
B4,roll_02,persistence,6,138,2,0.014492753623188406,0,0.0
B4,roll_02,persistence,7,138,2,0.014492753623188406,0,0.0
B4,roll_02,persistence,8,138,1,0.007246376811594203,0,0.0
B4,roll_02,persistence,9,138,1,0.007246376811594203,0,0.0
B4,roll_02,persistence,10,138,0,0.0,0,0.0
B4,roll_02,persistence,11,138,0,0.0,0,0.0
B4,roll_02,persistence,12,138,0,0.0,0,0.0
B4,roll_02,persistence,13,138,0,0.0,0,0.0
B4,roll_02,persistence,14,138,0,0.0,0,0.0
B4,roll_02,persistence,15,138,0,0.0,0,0.0
B4,roll_02,rf,3,138,2,0.014492753623188406,2,0.014492753623188406
B4,roll_02,rf,4,138,1,0.007246376811594203,0,0.0
B4,roll_02,rf,5,138,1,0.007246376811594203,0,0.0
B4,roll_02,rf,6,138,0,0.0,0,0.0
B4,roll_02,rf,7,138,0,0.0,0,0.0
B4,roll_02,rf,8,138,0,0.0,0,0.0
B4,roll_02,rf,9,138,0,0.0,0,0.0
B4,roll_02,rf,10,138,0,0.0,0,0.0
B4,roll_02,rf,11,138,0,0.0,0,0.0
B4,roll_02,rf,12,138,0,0.0,0,0.0
B4,roll_02,rf,13,138,0,0.0,0,0.0
B4,roll_02,rf,14,138,0,0.0,0,0.0
B4,roll_02,rf,15,138,0,0.0,0,0.0
A1,roll_03,mlr,3,167,16,0.09580838323353294,11,0.0658682634730539
A1,roll_03,mlr,4,167,5,0.029940119760479042,3,0.017964071856287425
A1,roll_03,mlr,5,167,2,0.011976047904191617,0,0.0
A1,roll_03,mlr,6,167,0,0.0,0,0.0
A1,roll_03,mlr,7,167,0,0.0,0,0.0
A1,roll_03,mlr,8,167,0,0.0,0,0.0
A1,roll_03,mlr,9,167,0,0.0,0,0.0
A1,roll_03,mlr,10,167,0,0.0,0,0.0
A1,roll_03,mlr,11,167,0,0.0,0,0.0
A1,roll_03,mlr,12,167,0,0.0,0,0.0
A1,roll_03,mlr,13,167,0,0.0,0,0.0
A1,roll_03,mlr,14,167,0,0.0,0,0.0
A1,roll_03,mlr,15,167,0,0.0,0,0.0
A1,roll_03,persistence,3,167,30,0.17964071856287425,10,0.059880239520958084
A1,roll_03,persistence,4,167,19,0.11377245508982035,3,0.017964071856287425
A1,roll_03,persistence,5,167,9,0.05389221556886228,0,0.0
A1,roll_03,persistence,6,167,6,0.03592814371257485,0,0.0
A1,roll_03,persistence,7,167,1,0.005988023952095809,0,0.0
A1,roll_03,persistence,8,167,1,0.005988023952095809,0,0.0
A1,roll_03,persistence,9,167,0,0.0,0,0.0
A1,roll_03,persistence,10,167,0,0.0,0,0.0
A1,roll_03,persistence,11,167,0,0.0,0,0.0
A1,roll_03,persistence,12,167,0,0.0,0,0.0
A1,roll_03,persistence,13,167,0,0.0,0,0.0
A1,roll_03,persistence,14,167,0,0.0,0,0.0
A1,roll_03,persistence,15,167,0,0.0,0,0.0
A1,roll_03,rf,3,167,13,0.07784431137724551,11,0.0658682634730539
A1,roll_03,rf,4,167,5,0.029940119760479042,3,0.017964071856287425
A1,roll_03,rf,5,167,0,0.0,0,0.0
A1,roll_03,rf,6,167,0,0.0,0,0.0
A1,roll_03,rf,7,167,0,0.0,0,0.0
A1,roll_03,rf,8,167,0,0.0,0,0.0
A1,roll_03,rf,9,167,0,0.0,0,0.0
A1,roll_03,rf,10,167,0,0.0,0,0.0
A1,roll_03,rf,11,167,0,0.0,0,0.0
A1,roll_03,rf,12,167,0,0.0,0,0.0
A1,roll_03,rf,13,167,0,0.0,0,0.0
A1,roll_03,rf,14,167,0,0.0,0,0.0
A1,roll_03,rf,15,167,0,0.0,0,0.0
A2,roll_03,mlr,3,167,16,0.09580838323353294,11,0.0658682634730539
A2,roll_03,mlr,4,167,5,0.029940119760479042,3,0.017964071856287425
A2,roll_03,mlr,5,167,2,0.011976047904191617,0,0.0
A2,roll_03,mlr,6,167,0,0.0,0,0.0
A2,roll_03,mlr,7,167,0,0.0,0,0.0
A2,roll_03,mlr,8,167,0,0.0,0,0.0
A2,roll_03,mlr,9,167,0,0.0,0,0.0
A2,roll_03,mlr,10,167,0,0.0,0,0.0
A2,roll_03,mlr,11,167,0,0.0,0,0.0
A2,roll_03,mlr,12,167,0,0.0,0,0.0
A2,roll_03,mlr,13,167,0,0.0,0,0.0
A2,roll_03,mlr,14,167,0,0.0,0,0.0
A2,roll_03,mlr,15,167,0,0.0,0,0.0
A2,roll_03,persistence,3,167,30,0.17964071856287425,10,0.059880239520958084
A2,roll_03,persistence,4,167,19,0.11377245508982035,3,0.017964071856287425
A2,roll_03,persistence,5,167,9,0.05389221556886228,0,0.0
A2,roll_03,persistence,6,167,6,0.03592814371257485,0,0.0
A2,roll_03,persistence,7,167,1,0.005988023952095809,0,0.0
A2,roll_03,persistence,8,167,1,0.005988023952095809,0,0.0
A2,roll_03,persistence,9,167,0,0.0,0,0.0
A2,roll_03,persistence,10,167,0,0.0,0,0.0
A2,roll_03,persistence,11,167,0,0.0,0,0.0
A2,roll_03,persistence,12,167,0,0.0,0,0.0
A2,roll_03,persistence,13,167,0,0.0,0,0.0
A2,roll_03,persistence,14,167,0,0.0,0,0.0
A2,roll_03,persistence,15,167,0,0.0,0,0.0
A2,roll_03,rf,3,167,11,0.0658682634730539,11,0.0658682634730539
A2,roll_03,rf,4,167,4,0.023952095808383235,3,0.017964071856287425
A2,roll_03,rf,5,167,0,0.0,0,0.0
A2,roll_03,rf,6,167,0,0.0,0,0.0
A2,roll_03,rf,7,167,0,0.0,0,0.0
A2,roll_03,rf,8,167,0,0.0,0,0.0
A2,roll_03,rf,9,167,0,0.0,0,0.0
A2,roll_03,rf,10,167,0,0.0,0,0.0
A2,roll_03,rf,11,167,0,0.0,0,0.0
A2,roll_03,rf,12,167,0,0.0,0,0.0
A2,roll_03,rf,13,167,0,0.0,0,0.0
A2,roll_03,rf,14,167,0,0.0,0,0.0
A2,roll_03,rf,15,167,0,0.0,0,0.0
A3,roll_03,mlr,3,167,11,0.0658682634730539,11,0.0658682634730539
A3,roll_03,mlr,4,167,5,0.029940119760479042,3,0.017964071856287425
A3,roll_03,mlr,5,167,0,0.0,0,0.0
A3,roll_03,mlr,6,167,0,0.0,0,0.0
A3,roll_03,mlr,7,167,0,0.0,0,0.0
A3,roll_03,mlr,8,167,0,0.0,0,0.0
A3,roll_03,mlr,9,167,0,0.0,0,0.0
A3,roll_03,mlr,10,167,0,0.0,0,0.0
A3,roll_03,mlr,11,167,0,0.0,0,0.0
A3,roll_03,mlr,12,167,0,0.0,0,0.0
A3,roll_03,mlr,13,167,0,0.0,0,0.0
A3,roll_03,mlr,14,167,0,0.0,0,0.0
A3,roll_03,mlr,15,167,0,0.0,0,0.0
A3,roll_03,persistence,3,167,30,0.17964071856287425,10,0.059880239520958084
A3,roll_03,persistence,4,167,19,0.11377245508982035,3,0.017964071856287425
A3,roll_03,persistence,5,167,9,0.05389221556886228,0,0.0
A3,roll_03,persistence,6,167,6,0.03592814371257485,0,0.0
A3,roll_03,persistence,7,167,1,0.005988023952095809,0,0.0
A3,roll_03,persistence,8,167,1,0.005988023952095809,0,0.0
A3,roll_03,persistence,9,167,0,0.0,0,0.0
A3,roll_03,persistence,10,167,0,0.0,0,0.0
A3,roll_03,persistence,11,167,0,0.0,0,0.0
A3,roll_03,persistence,12,167,0,0.0,0,0.0
A3,roll_03,persistence,13,167,0,0.0,0,0.0
A3,roll_03,persistence,14,167,0,0.0,0,0.0
A3,roll_03,persistence,15,167,0,0.0,0,0.0
A3,roll_03,rf,3,167,12,0.0718562874251497,11,0.0658682634730539
A3,roll_03,rf,4,167,7,0.041916167664670656,3,0.017964071856287425
A3,roll_03,rf,5,167,0,0.0,0,0.0
A3,roll_03,rf,6,167,0,0.0,0,0.0
A3,roll_03,rf,7,167,0,0.0,0,0.0
A3,roll_03,rf,8,167,0,0.0,0,0.0
A3,roll_03,rf,9,167,0,0.0,0,0.0
A3,roll_03,rf,10,167,0,0.0,0,0.0
A3,roll_03,rf,11,167,0,0.0,0,0.0
A3,roll_03,rf,12,167,0,0.0,0,0.0
A3,roll_03,rf,13,167,0,0.0,0,0.0
A3,roll_03,rf,14,167,0,0.0,0,0.0
A3,roll_03,rf,15,167,0,0.0,0,0.0
A4,roll_03,mlr,3,124,8,0.06451612903225806,12,0.0967741935483871
A4,roll_03,mlr,4,124,3,0.024193548387096774,2,0.016129032258064516
A4,roll_03,mlr,5,124,0,0.0,0,0.0
A4,roll_03,mlr,6,124,0,0.0,0,0.0
A4,roll_03,mlr,7,124,0,0.0,0,0.0
A4,roll_03,mlr,8,124,0,0.0,0,0.0
A4,roll_03,mlr,9,124,0,0.0,0,0.0
A4,roll_03,mlr,10,124,0,0.0,0,0.0
A4,roll_03,mlr,11,124,0,0.0,0,0.0
A4,roll_03,mlr,12,124,0,0.0,0,0.0
A4,roll_03,mlr,13,124,0,0.0,0,0.0
A4,roll_03,mlr,14,124,0,0.0,0,0.0
A4,roll_03,mlr,15,124,0,0.0,0,0.0
A4,roll_03,persistence,3,124,18,0.14516129032258066,12,0.0967741935483871
A4,roll_03,persistence,4,124,9,0.07258064516129033,2,0.016129032258064516
A4,roll_03,persistence,5,124,4,0.03225806451612903,0,0.0
A4,roll_03,persistence,6,124,1,0.008064516129032258,0,0.0
A4,roll_03,persistence,7,124,0,0.0,0,0.0
A4,roll_03,persistence,8,124,0,0.0,0,0.0
A4,roll_03,persistence,9,124,0,0.0,0,0.0
A4,roll_03,persistence,10,124,0,0.0,0,0.0
A4,roll_03,persistence,11,124,0,0.0,0,0.0
A4,roll_03,persistence,12,124,0,0.0,0,0.0
A4,roll_03,persistence,13,124,0,0.0,0,0.0
A4,roll_03,persistence,14,124,0,0.0,0,0.0
A4,roll_03,persistence,15,124,0,0.0,0,0.0
A4,roll_03,rf,3,124,4,0.03225806451612903,12,0.0967741935483871
A4,roll_03,rf,4,124,0,0.0,2,0.016129032258064516
A4,roll_03,rf,5,124,0,0.0,0,0.0
A4,roll_03,rf,6,124,0,0.0,0,0.0
A4,roll_03,rf,7,124,0,0.0,0,0.0
A4,roll_03,rf,8,124,0,0.0,0,0.0
A4,roll_03,rf,9,124,0,0.0,0,0.0
A4,roll_03,rf,10,124,0,0.0,0,0.0
A4,roll_03,rf,11,124,0,0.0,0,0.0
A4,roll_03,rf,12,124,0,0.0,0,0.0
A4,roll_03,rf,13,124,0,0.0,0,0.0
A4,roll_03,rf,14,124,0,0.0,0,0.0
A4,roll_03,rf,15,124,0,0.0,0,0.0
B1,roll_03,mlr,3,167,16,0.09580838323353294,11,0.0658682634730539
B1,roll_03,mlr,4,167,5,0.029940119760479042,3,0.017964071856287425
B1,roll_03,mlr,5,167,2,0.011976047904191617,0,0.0
B1,roll_03,mlr,6,167,0,0.0,0,0.0
B1,roll_03,mlr,7,167,0,0.0,0,0.0
B1,roll_03,mlr,8,167,0,0.0,0,0.0
B1,roll_03,mlr,9,167,0,0.0,0,0.0
B1,roll_03,mlr,10,167,0,0.0,0,0.0
B1,roll_03,mlr,11,167,0,0.0,0,0.0
B1,roll_03,mlr,12,167,0,0.0,0,0.0
B1,roll_03,mlr,13,167,0,0.0,0,0.0
B1,roll_03,mlr,14,167,0,0.0,0,0.0
B1,roll_03,mlr,15,167,0,0.0,0,0.0
B1,roll_03,persistence,3,167,30,0.17964071856287425,10,0.059880239520958084
B1,roll_03,persistence,4,167,19,0.11377245508982035,3,0.017964071856287425
B1,roll_03,persistence,5,167,9,0.05389221556886228,0,0.0
B1,roll_03,persistence,6,167,6,0.03592814371257485,0,0.0
B1,roll_03,persistence,7,167,1,0.005988023952095809,0,0.0
B1,roll_03,persistence,8,167,1,0.005988023952095809,0,0.0
B1,roll_03,persistence,9,167,0,0.0,0,0.0
B1,roll_03,persistence,10,167,0,0.0,0,0.0
B1,roll_03,persistence,11,167,0,0.0,0,0.0
B1,roll_03,persistence,12,167,0,0.0,0,0.0
B1,roll_03,persistence,13,167,0,0.0,0,0.0
B1,roll_03,persistence,14,167,0,0.0,0,0.0
B1,roll_03,persistence,15,167,0,0.0,0,0.0
B1,roll_03,rf,3,167,13,0.07784431137724551,11,0.0658682634730539
B1,roll_03,rf,4,167,5,0.029940119760479042,3,0.017964071856287425
B1,roll_03,rf,5,167,0,0.0,0,0.0
B1,roll_03,rf,6,167,0,0.0,0,0.0
B1,roll_03,rf,7,167,0,0.0,0,0.0
B1,roll_03,rf,8,167,0,0.0,0,0.0
B1,roll_03,rf,9,167,0,0.0,0,0.0
B1,roll_03,rf,10,167,0,0.0,0,0.0
B1,roll_03,rf,11,167,0,0.0,0,0.0
B1,roll_03,rf,12,167,0,0.0,0,0.0
B1,roll_03,rf,13,167,0,0.0,0,0.0
B1,roll_03,rf,14,167,0,0.0,0,0.0
B1,roll_03,rf,15,167,0,0.0,0,0.0
B2,roll_03,mlr,3,167,16,0.09580838323353294,11,0.0658682634730539
B2,roll_03,mlr,4,167,5,0.029940119760479042,3,0.017964071856287425
B2,roll_03,mlr,5,167,2,0.011976047904191617,0,0.0
B2,roll_03,mlr,6,167,0,0.0,0,0.0
B2,roll_03,mlr,7,167,0,0.0,0,0.0
B2,roll_03,mlr,8,167,0,0.0,0,0.0
B2,roll_03,mlr,9,167,0,0.0,0,0.0
B2,roll_03,mlr,10,167,0,0.0,0,0.0
B2,roll_03,mlr,11,167,0,0.0,0,0.0
B2,roll_03,mlr,12,167,0,0.0,0,0.0
B2,roll_03,mlr,13,167,0,0.0,0,0.0
B2,roll_03,mlr,14,167,0,0.0,0,0.0
B2,roll_03,mlr,15,167,0,0.0,0,0.0
B2,roll_03,persistence,3,167,30,0.17964071856287425,10,0.059880239520958084
B2,roll_03,persistence,4,167,19,0.11377245508982035,3,0.017964071856287425
B2,roll_03,persistence,5,167,9,0.05389221556886228,0,0.0
B2,roll_03,persistence,6,167,6,0.03592814371257485,0,0.0
B2,roll_03,persistence,7,167,1,0.005988023952095809,0,0.0
B2,roll_03,persistence,8,167,1,0.005988023952095809,0,0.0
B2,roll_03,persistence,9,167,0,0.0,0,0.0
B2,roll_03,persistence,10,167,0,0.0,0,0.0
B2,roll_03,persistence,11,167,0,0.0,0,0.0
B2,roll_03,persistence,12,167,0,0.0,0,0.0
B2,roll_03,persistence,13,167,0,0.0,0,0.0
B2,roll_03,persistence,14,167,0,0.0,0,0.0
B2,roll_03,persistence,15,167,0,0.0,0,0.0
B2,roll_03,rf,3,167,11,0.0658682634730539,11,0.0658682634730539
B2,roll_03,rf,4,167,4,0.023952095808383235,3,0.017964071856287425
B2,roll_03,rf,5,167,0,0.0,0,0.0
B2,roll_03,rf,6,167,0,0.0,0,0.0
B2,roll_03,rf,7,167,0,0.0,0,0.0
B2,roll_03,rf,8,167,0,0.0,0,0.0
B2,roll_03,rf,9,167,0,0.0,0,0.0
B2,roll_03,rf,10,167,0,0.0,0,0.0
B2,roll_03,rf,11,167,0,0.0,0,0.0
B2,roll_03,rf,12,167,0,0.0,0,0.0
B2,roll_03,rf,13,167,0,0.0,0,0.0
B2,roll_03,rf,14,167,0,0.0,0,0.0
B2,roll_03,rf,15,167,0,0.0,0,0.0
B3,roll_03,mlr,3,167,11,0.0658682634730539,11,0.0658682634730539
B3,roll_03,mlr,4,167,5,0.029940119760479042,3,0.017964071856287425
B3,roll_03,mlr,5,167,0,0.0,0,0.0
B3,roll_03,mlr,6,167,0,0.0,0,0.0
B3,roll_03,mlr,7,167,0,0.0,0,0.0
B3,roll_03,mlr,8,167,0,0.0,0,0.0
B3,roll_03,mlr,9,167,0,0.0,0,0.0
B3,roll_03,mlr,10,167,0,0.0,0,0.0
B3,roll_03,mlr,11,167,0,0.0,0,0.0
B3,roll_03,mlr,12,167,0,0.0,0,0.0
B3,roll_03,mlr,13,167,0,0.0,0,0.0
B3,roll_03,mlr,14,167,0,0.0,0,0.0
B3,roll_03,mlr,15,167,0,0.0,0,0.0
B3,roll_03,persistence,3,167,30,0.17964071856287425,10,0.059880239520958084
B3,roll_03,persistence,4,167,19,0.11377245508982035,3,0.017964071856287425
B3,roll_03,persistence,5,167,9,0.05389221556886228,0,0.0
B3,roll_03,persistence,6,167,6,0.03592814371257485,0,0.0
B3,roll_03,persistence,7,167,1,0.005988023952095809,0,0.0
B3,roll_03,persistence,8,167,1,0.005988023952095809,0,0.0
B3,roll_03,persistence,9,167,0,0.0,0,0.0
B3,roll_03,persistence,10,167,0,0.0,0,0.0
B3,roll_03,persistence,11,167,0,0.0,0,0.0
B3,roll_03,persistence,12,167,0,0.0,0,0.0
B3,roll_03,persistence,13,167,0,0.0,0,0.0
B3,roll_03,persistence,14,167,0,0.0,0,0.0
B3,roll_03,persistence,15,167,0,0.0,0,0.0
B3,roll_03,rf,3,167,12,0.0718562874251497,11,0.0658682634730539
B3,roll_03,rf,4,167,7,0.041916167664670656,3,0.017964071856287425
B3,roll_03,rf,5,167,0,0.0,0,0.0
B3,roll_03,rf,6,167,0,0.0,0,0.0
B3,roll_03,rf,7,167,0,0.0,0,0.0
B3,roll_03,rf,8,167,0,0.0,0,0.0
B3,roll_03,rf,9,167,0,0.0,0,0.0
B3,roll_03,rf,10,167,0,0.0,0,0.0
B3,roll_03,rf,11,167,0,0.0,0,0.0
B3,roll_03,rf,12,167,0,0.0,0,0.0
B3,roll_03,rf,13,167,0,0.0,0,0.0
B3,roll_03,rf,14,167,0,0.0,0,0.0
B3,roll_03,rf,15,167,0,0.0,0,0.0
B4,roll_03,mlr,3,124,8,0.06451612903225806,12,0.0967741935483871
B4,roll_03,mlr,4,124,3,0.024193548387096774,2,0.016129032258064516
B4,roll_03,mlr,5,124,0,0.0,0,0.0
B4,roll_03,mlr,6,124,0,0.0,0,0.0
B4,roll_03,mlr,7,124,0,0.0,0,0.0
B4,roll_03,mlr,8,124,0,0.0,0,0.0
B4,roll_03,mlr,9,124,0,0.0,0,0.0
B4,roll_03,mlr,10,124,0,0.0,0,0.0
B4,roll_03,mlr,11,124,0,0.0,0,0.0
B4,roll_03,mlr,12,124,0,0.0,0,0.0
B4,roll_03,mlr,13,124,0,0.0,0,0.0
B4,roll_03,mlr,14,124,0,0.0,0,0.0
B4,roll_03,mlr,15,124,0,0.0,0,0.0
B4,roll_03,persistence,3,124,18,0.14516129032258066,12,0.0967741935483871
B4,roll_03,persistence,4,124,9,0.07258064516129033,2,0.016129032258064516
B4,roll_03,persistence,5,124,4,0.03225806451612903,0,0.0
B4,roll_03,persistence,6,124,1,0.008064516129032258,0,0.0
B4,roll_03,persistence,7,124,0,0.0,0,0.0
B4,roll_03,persistence,8,124,0,0.0,0,0.0
B4,roll_03,persistence,9,124,0,0.0,0,0.0
B4,roll_03,persistence,10,124,0,0.0,0,0.0
