split_id,ts_target_utc,y_true_t_plus_1,z_raw
roll_01,2026-01-12 00:00:00+00:00,2521.281662351861,2.511224802019185
roll_01,2026-01-12 01:00:00+00:00,2510.7629793080832,2.4941633275995714
roll_01,2026-01-12 02:00:00+00:00,2517.397726423444,2.504924994979244
roll_01,2026-01-12 03:00:00+00:00,2481.68678522575,2.4470012694321386
roll_01,2026-01-12 04:00:00+00:00,3016.15648477425,3.313919786603292
roll_01,2026-01-12 05:00:00+00:00,4262.747835938639,5.335911167186222
roll_01,2026-01-12 06:00:00+00:00,4361.908397110695,5.496751204939078
roll_01,2026-01-12 07:00:00+00:00,4563.315619382333,5.823436984557246
roll_01,2026-01-12 08:00:00+00:00,3089.202245556361,3.4324011947661126
roll_01,2026-01-12 09:00:00+00:00,2796.8041315197224,2.9581267136151337
roll_01,2026-01-12 10:00:00+00:00,746.3919299871112,0.3676751173284914
roll_01,2026-01-12 11:00:00+00:00,632.5966184736388,0.5522529573849545
roll_01,2026-01-12 12:00:00+00:00,-422.1210146441389,2.2630220567541874
roll_01,2026-01-12 13:00:00+00:00,754.2202679822223,0.3549774261920822
roll_01,2026-01-12 14:00:00+00:00,1500.3252466112224,0.855216944552359
roll_01,2026-01-12 15:00:00+00:00,586.6202596731389,0.6268273567006287
roll_01,2026-01-12 16:00:00+00:00,1670.774375533639,1.1316881948839732
roll_01,2026-01-12 17:00:00+00:00,893.0618960396945,0.1297740546653298
roll_01,2026-01-12 18:00:00+00:00,2274.0885418814723,2.1102735532690144
roll_01,2026-01-12 19:00:00+00:00,1365.6644136303612,0.636794890416422
roll_01,2026-01-12 20:00:00+00:00,653.7379858252777,0.5179613168093782
roll_01,2026-01-12 21:00:00+00:00,1060.23997367125,0.1413914974441784
roll_01,2026-01-12 22:00:00+00:00,372.6696216118889,0.97385876007591
roll_01,2026-01-12 23:00:00+00:00,368.2867205090556,0.98096789671768
roll_01,2026-01-13 00:00:00+00:00,366.1301339879167,0.9844659150162596
roll_01,2026-01-13 01:00:00+00:00,374.135321881,0.9714813704783546
roll_01,2026-01-13 02:00:00+00:00,383.9471823114166,0.9555663737961988
roll_01,2026-01-13 03:00:00+00:00,367.6768063598889,0.9819571873551922
roll_01,2026-01-13 04:00:00+00:00,977.1223704921111,0.0065733976346854
roll_01,2026-01-13 05:00:00+00:00,2001.738657636584,1.6685176258501793
roll_01,2026-01-13 06:00:00+00:00,2099.6764230465,1.8273742690536097
roll_01,2026-01-13 07:00:00+00:00,1798.5318447581387,1.3389128810938828
roll_01,2026-01-13 08:00:00+00:00,1792.85737564,1.3297088001931583
roll_01,2026-01-13 09:00:00+00:00,1704.9205994411388,1.1870739236201218
roll_01,2026-01-13 10:00:00+00:00,1712.5081979704166,1.199381131440225
roll_01,2026-01-13 11:00:00+00:00,1729.1863273721667,1.2264333277057342
roll_01,2026-01-13 12:00:00+00:00,1776.8351252307775,1.3037204502862474
roll_01,2026-01-13 13:00:00+00:00,1850.1251705731663,1.4225980919660348
roll_01,2026-01-13 14:00:00+00:00,2103.8606620909723,1.8341611726161275
roll_01,2026-01-13 15:00:00+00:00,1367.69234237475,0.6400842237153901
roll_01,2026-01-13 16:00:00+00:00,2518.591872478111,2.506861919238696
roll_01,2026-01-13 17:00:00+00:00,2818.4871972926667,2.9932969978117585
roll_01,2026-01-13 18:00:00+00:00,1383.2154217488053,0.6652629101109973
roll_01,2026-01-13 19:00:00+00:00,962.6741752021112,0.0168618093512053
roll_01,2026-01-13 20:00:00+00:00,2371.2932299861945,2.267941133199209
roll_01,2026-01-13 21:00:00+00:00,813.2224330626667,0.2592749579237479
roll_01,2026-01-13 22:00:00+00:00,1323.4556494799722,0.5683315907012214
roll_01,2026-01-13 23:00:00+00:00,690.983777113111,0.4575480395339942
roll_01,2026-01-14 00:00:00+00:00,373.91198171711113,0.9718436318448396
roll_01,2026-01-14 01:00:00+00:00,370.08383153427775,0.9780529535010792
roll_01,2026-01-14 02:00:00+00:00,363.9680898908056,0.9879727855915412
roll_01,2026-01-14 03:00:00+00:00,367.8678755790834,0.9816472699841589
roll_01,2026-01-14 04:00:00+00:00,1021.3973762487502,0.0783881747318982
roll_01,2026-01-14 05:00:00+00:00,2059.780215135472,1.7626619730484332
roll_01,2026-01-14 06:00:00+00:00,1951.7951114496389,1.5875083842800188
roll_01,2026-01-14 07:00:00+00:00,1687.1433126186946,1.1582388761993632
roll_01,2026-01-14 08:00:00+00:00,1700.1424731680556,1.179323725345052
roll_01,2026-01-14 09:00:00+00:00,1616.381493539,1.0434620585037595
roll_01,2026-01-14 10:00:00+00:00,1771.2370990303614,1.2946403610373156
roll_01,2026-01-14 11:00:00+00:00,1698.523145841389,1.1766971501696313
roll_01,2026-01-14 12:00:00+00:00,986.6906551339166,0.0220933104390086
roll_01,2026-01-14 13:00:00+00:00,1215.6235662438055,0.3934262035828427
roll_01,2026-01-14 14:00:00+00:00,1567.194707997861,0.9636802949692485
roll_01,2026-01-14 15:00:00+00:00,1578.744458172111,0.982414176989532
roll_01,2026-01-14 16:00:00+00:00,1624.9310390754445,1.0573295599639974
roll_01,2026-01-14 17:00:00+00:00,1793.6743844524724,1.3310340017318474
roll_01,2026-01-14 18:00:00+00:00,1048.612189175861,0.1225310424899614
roll_01,2026-01-14 19:00:00+00:00,1797.1453520931666,1.3366639675143073
roll_01,2026-01-14 20:00:00+00:00,741.7054459836112,0.3752766703566474
roll_01,2026-01-14 21:00:00+00:00,554.3527368332501,0.6791658018487325
roll_01,2026-01-14 22:00:00+00:00,374.6190320515,0.9706967847401832
roll_01,2026-01-14 23:00:00+00:00,391.3148025667222,0.9436159743026348
roll_01,2026-01-15 00:00:00+00:00,367.0031919465834,0.9830498008538084
roll_01,2026-01-15 01:00:00+00:00,371.0505770755,0.9764848765609156
roll_01,2026-01-15 02:00:00+00:00,364.3398802528056,0.987369735597134
roll_01,2026-01-15 03:00:00+00:00,373.5574161077223,0.972418743011274
roll_01,2026-01-15 04:00:00+00:00,1052.1522978683056,0.1282731561792339
roll_01,2026-01-15 05:00:00+00:00,2039.245831840444,1.729354870452742
roll_01,2026-01-15 06:00:00+00:00,2008.2256900938053,1.6790396976596869
roll_01,2026-01-15 07:00:00+00:00,1864.800559224361,1.4464018102669065
roll_01,2026-01-15 08:00:00+00:00,1891.1646381102776,1.4891647736185607
roll_01,2026-01-15 09:00:00+00:00,1853.015352479528,1.427286013872056
roll_01,2026-01-15 10:00:00+00:00,1753.4225527633614,1.2657448781934597
roll_01,2026-01-15 11:00:00+00:00,1683.7846975026666,1.152791148033304
roll_01,2026-01-15 12:00:00+00:00,662.9256880891389,0.5030587147918548
roll_01,2026-01-15 13:00:00+00:00,1670.502586263833,1.131247348282263
roll_01,2026-01-15 14:00:00+00:00,1481.236402503917,0.8242545299533722
roll_01,2026-01-15 15:00:00+00:00,885.3972389852223,0.1422062526625251
roll_01,2026-01-15 16:00:00+00:00,1797.5373261431112,1.3372997557777666
roll_01,2026-01-15 17:00:00+00:00,1346.1776368881667,0.605187022632599
roll_01,2026-01-15 18:00:00+00:00,2386.9593965361114,2.293351909313708
roll_01,2026-01-15 19:00:00+00:00,1666.5948316020276,1.1249089068706304
roll_01,2026-01-15 20:00:00+00:00,1076.4033323202225,0.1676087272035265
roll_01,2026-01-15 21:00:00+00:00,1005.1173250451112,0.0519816677571311
roll_01,2026-01-15 22:00:00+00:00,480.00597344519446,0.7997574573294733
roll_01,2026-01-15 23:00:00+00:00,479.6300936403031,0.800367140466546
roll_01,2026-01-16 00:00:00+00:00,436.11526816900937,0.87094889281734
roll_01,2026-01-16 01:00:00+00:00,363.3156685093611,0.9890310236489098
roll_01,2026-01-16 02:00:00+00:00,402.5595977328056,0.925376734249346
roll_01,2026-01-16 03:00:00+00:00,399.17939954838886,0.9308594705022236
roll_01,2026-01-16 04:00:00+00:00,1076.4506056084722,0.1676854052434338
roll_01,2026-01-16 05:00:00+00:00,2002.717169422556,1.670104787830074
roll_01,2026-01-16 06:00:00+00:00,2477.7992105114445,2.440695560222496
roll_01,2026-01-16 07:00:00+00:00,2372.8508934692777,2.27046768862068
roll_01,2026-01-16 08:00:00+00:00,1713.0605896702225,1.2002771197323543
roll_01,2026-01-16 09:00:00+00:00,1442.9932598915832,0.7622235326611847
roll_01,2026-01-16 10:00:00+00:00,1623.9131629396943,1.0556785483706106
roll_01,2026-01-16 11:00:00+00:00,490.20504058097225,0.7832144050940582
roll_01,2026-01-16 12:00:00+00:00,1595.4900083538612,1.0095757308531867
roll_01,2026-01-16 13:00:00+00:00,701.5758242305001,0.4403675673976488
roll_01,2026-01-16 14:00:00+00:00,1952.1323181944445,1.5880553390866878
roll_01,2026-01-16 15:00:00+00:00,573.8755752583612,0.6474994414306084
roll_01,2026-01-16 16:00:00+00:00,1748.7442167502777,1.2581565413378493
