ts_utc,demand_w_obs,demand_count_samples,demand_coverage_minutes,pv_w_obs,pv_count_samples,pv_coverage_minutes,pv_count_samples_clipped_noise,flag_pv_clipped_noise_hour,pv_count_samples_forced_night_zero,flag_pv_forced_night_zero_hour,pool_w_obs,pool_count_samples,pool_coverage_minutes,temp_sensor_c,temp_sensor_count_samples,temp_sensor_coverage_minutes,sun_altitude_hour_mid_deg,is_daylight_hour,temp_meteo_c,outdoor_temp_c_effective,outdoor_temp_c,flag_demand_missing_raw,flag_pv_missing_raw,flag_pool_missing_raw,flag_temp_sensor_missing_raw,flag_temp_meteo_missing_raw,flag_temp_sensor_missing,flag_temp_used_meteo,hour,day_of_week,month,is_weekend,is_holiday_it,hour_sin,hour_cos
2025-12-08 09:00:00+00:00,-162.5748837751389,1,0.0,976.8995083493888,1,0.0,0,0,0,0,19.755313914277775,1,0.0,6.383290280944444,1,0.0,17.75505238164577,1,,6.383290280944444,6.383290280944444,0,0,0,0,1,0,0,9,0,12,0,1,0.7071067811865476,-0.7071067811865475
2025-12-08 10:00:00+00:00,-491.1628562678889,1,0.0,1400.5904509373056,1,0.0,0,0,0,0,20.246176130027777,1,0.0,8.674915354222222,1,0.0,21.025798825284397,1,,8.674915354222222,8.674915354222222,0,0,0,0,1,0,0,10,0,12,0,1,0.49999999999999994,-0.8660254037844387
2025-12-08 11:00:00+00:00,-527.9809694466111,1,0.0,1450.3874673949722,1,0.0,0,0,0,0,20.3928941285,1,0.0,11.60441914527778,1,0.0,21.689015407051027,1,,11.60441914527778,11.60441914527778,0,0,0,0,1,0,0,11,0,12,0,1,0.258819045102521,-0.9659258262890682
2025-12-08 12:00:00+00:00,-188.70074052161115,1,0.0,1341.3183366173057,1,0.0,0,0,0,0,20.20799248622222,1,0.0,13.966008553805557,1,0.0,19.6659556335272,1,,13.966008553805557,13.966008553805557,0,0,0,0,1,0,0,12,0,12,0,1,1.2246467991473532e-16,-1.0
2025-12-08 13:00:00+00:00,-228.46237068030555,1,0.0,1054.903089294639,1,0.0,0,0,0,0,24.94417461116667,1,0.0,16.460745225333334,1,0.0,15.189105639331594,1,,16.460745225333334,16.460745225333334,0,0,0,0,1,0,0,13,0,12,0,1,-0.2588190451025208,-0.9659258262890683
2025-12-08 14:00:00+00:00,1001.8803527263613,1,0.0,423.39926189825,1,0.0,0,0,0,0,19.45227659175,1,0.0,16.23391947886111,1,0.0,8.707990715870544,1,,16.23391947886111,16.23391947886111,0,0,0,0,1,0,0,14,0,12,0,1,-0.4999999999999997,-0.8660254037844388
2025-12-08 15:00:00+00:00,765.5934765243888,1,0.0,0.0,1,0.0,1,1,0,0,19.059539099305557,1,0.0,13.756893416305555,1,0.0,0.9427141033354685,1,,13.756893416305555,13.756893416305555,0,0,0,0,1,0,0,15,0,12,0,1,-0.7071067811865471,-0.7071067811865479
2025-12-08 16:00:00+00:00,970.1297510334444,1,0.0,0.0,1,0.0,0,0,1,1,18.700843044722223,1,0.0,10.886829954888888,1,0.0,-8.656646514685107,0,,10.886829954888888,10.886829954888888,0,0,0,0,1,0,0,16,0,12,0,1,-0.8660254037844385,-0.5000000000000004
2025-12-08 17:00:00+00:00,814.09740190225,1,0.0,0.0,1,0.0,0,0,1,1,18.76202305986111,1,0.0,9.006574691027778,1,0.0,-18.593447549017228,0,,9.006574691027778,9.006574691027778,0,0,0,0,1,0,0,17,0,12,0,1,-0.9659258262890683,-0.25881904510252063
2025-12-08 18:00:00+00:00,1634.2806322535,1,0.0,,0,0.0,0,0,0,0,18.401895302472223,1,0.0,7.724724298638889,1,0.0,-28.96528201148788,0,,7.724724298638889,7.724724298638889,0,1,0,0,1,0,0,18,0,12,0,1,-1.0,-1.8369701987210297e-16
2025-12-08 19:00:00+00:00,805.2331950556112,1,0.0,,0,0.0,0,0,0,0,18.93527227533333,1,0.0,7.031826524388888,1,0.0,-39.45975735970261,0,,7.031826524388888,7.031826524388888,0,1,0,0,1,0,0,19,0,12,0,1,-0.9659258262890684,0.2588190451025203
