datasetid,splitid,modelname,detector,k,slicename,slicevalue,nrows,nalerts,alert_rate
B1,roll_04,persistence,raw,12,imputed_any,0,123,0,0.0
B1,roll_04,persistence,raw,12,imputed_any,1,44,0,0.0
B1,roll_04,persistence,raw,12,overall,ALL,167,0,0.0
B1,roll_04,persistence,raw,13,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,raw,13,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,raw,13,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,raw,13,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,raw,13,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,raw,13,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,raw,13,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,raw,13,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,raw,13,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,raw,13,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,raw,13,imputed_any,0,123,0,0.0
B1,roll_04,persistence,raw,13,imputed_any,1,44,0,0.0
B1,roll_04,persistence,raw,13,overall,ALL,167,0,0.0
B1,roll_04,persistence,raw,14,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,raw,14,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,raw,14,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,raw,14,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,raw,14,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,raw,14,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,raw,14,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,raw,14,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,raw,14,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,raw,14,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,raw,14,imputed_any,0,123,0,0.0
B1,roll_04,persistence,raw,14,imputed_any,1,44,0,0.0
B1,roll_04,persistence,raw,14,overall,ALL,167,0,0.0
B1,roll_04,persistence,raw,15,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,raw,15,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,raw,15,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,raw,15,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,raw,15,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,raw,15,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,raw,15,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,raw,15,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,raw,15,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,raw,15,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,raw,15,imputed_any,0,123,0,0.0
B1,roll_04,persistence,raw,15,imputed_any,1,44,0,0.0
B1,roll_04,persistence,raw,15,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,3,gaplendemandbin,0,159,23,0.14465408805031446
B1,roll_04,persistence,residual,3,gaplendemandbin,3,8,1,0.125
B1,roll_04,persistence,residual,3,gaplenpoolbin,0,159,23,0.14465408805031446
B1,roll_04,persistence,residual,3,gaplenpoolbin,3,8,1,0.125
B1,roll_04,persistence,residual,3,gaplenpvbin,0,125,21,0.168
B1,roll_04,persistence,residual,3,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,3,gaplenpvbin,2,19,1,0.05263157894736842
B1,roll_04,persistence,residual,3,gaplenpvbin,3,16,2,0.125
B1,roll_04,persistence,residual,3,gaplentempbin,0,157,23,0.1464968152866242
B1,roll_04,persistence,residual,3,gaplentempbin,3,10,1,0.1
B1,roll_04,persistence,residual,3,imputed_any,0,123,21,0.17073170731707318
B1,roll_04,persistence,residual,3,imputed_any,1,44,3,0.06818181818181818
B1,roll_04,persistence,residual,3,overall,ALL,167,24,0.1437125748502994
B1,roll_04,persistence,residual,4,gaplendemandbin,0,159,9,0.05660377358490566
B1,roll_04,persistence,residual,4,gaplendemandbin,3,8,1,0.125
B1,roll_04,persistence,residual,4,gaplenpoolbin,0,159,9,0.05660377358490566
B1,roll_04,persistence,residual,4,gaplenpoolbin,3,8,1,0.125
B1,roll_04,persistence,residual,4,gaplenpvbin,0,125,9,0.072
B1,roll_04,persistence,residual,4,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,4,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,4,gaplenpvbin,3,16,1,0.0625
B1,roll_04,persistence,residual,4,gaplentempbin,0,157,9,0.05732484076433121
B1,roll_04,persistence,residual,4,gaplentempbin,3,10,1,0.1
B1,roll_04,persistence,residual,4,imputed_any,0,123,9,0.07317073170731707
B1,roll_04,persistence,residual,4,imputed_any,1,44,1,0.022727272727272728
B1,roll_04,persistence,residual,4,overall,ALL,167,10,0.059880239520958084
B1,roll_04,persistence,residual,5,gaplendemandbin,0,159,5,0.031446540880503145
B1,roll_04,persistence,residual,5,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,5,gaplenpoolbin,0,159,5,0.031446540880503145
B1,roll_04,persistence,residual,5,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,5,gaplenpvbin,0,125,5,0.04
B1,roll_04,persistence,residual,5,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,5,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,5,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,5,gaplentempbin,0,157,5,0.03184713375796178
B1,roll_04,persistence,residual,5,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,5,imputed_any,0,123,5,0.04065040650406504
B1,roll_04,persistence,residual,5,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,5,overall,ALL,167,5,0.029940119760479042
B1,roll_04,persistence,residual,6,gaplendemandbin,0,159,4,0.025157232704402517
B1,roll_04,persistence,residual,6,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,6,gaplenpoolbin,0,159,4,0.025157232704402517
B1,roll_04,persistence,residual,6,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,6,gaplenpvbin,0,125,4,0.032
B1,roll_04,persistence,residual,6,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,6,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,6,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,6,gaplentempbin,0,157,4,0.025477707006369428
B1,roll_04,persistence,residual,6,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,6,imputed_any,0,123,4,0.032520325203252036
B1,roll_04,persistence,residual,6,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,6,overall,ALL,167,4,0.023952095808383235
B1,roll_04,persistence,residual,7,gaplendemandbin,0,159,1,0.006289308176100629
B1,roll_04,persistence,residual,7,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,7,gaplenpoolbin,0,159,1,0.006289308176100629
B1,roll_04,persistence,residual,7,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,7,gaplenpvbin,0,125,1,0.008
B1,roll_04,persistence,residual,7,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,7,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,7,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,7,gaplentempbin,0,157,1,0.006369426751592357
B1,roll_04,persistence,residual,7,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,7,imputed_any,0,123,1,0.008130081300813009
B1,roll_04,persistence,residual,7,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,7,overall,ALL,167,1,0.005988023952095809
B1,roll_04,persistence,residual,8,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,8,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,8,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,8,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,8,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,8,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,8,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,8,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,8,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,8,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,8,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,8,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,8,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,9,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,9,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,9,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,9,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,9,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,9,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,9,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,9,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,9,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,9,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,9,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,9,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,9,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,10,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,10,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,10,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,10,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,10,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,10,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,10,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,10,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,10,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,10,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,10,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,10,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,10,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,11,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,11,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,11,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,11,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,11,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,11,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,11,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,11,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,11,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,11,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,11,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,11,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,11,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,12,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,12,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,12,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,12,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,12,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,12,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,12,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,12,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,12,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,12,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,12,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,12,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,12,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,13,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,13,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,13,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,13,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,13,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,13,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,13,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,13,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,13,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,13,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,13,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,13,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,13,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,14,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,14,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,14,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,14,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,14,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,14,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,14,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,14,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,14,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,14,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,14,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,14,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,14,overall,ALL,167,0,0.0
B1,roll_04,persistence,residual,15,gaplendemandbin,0,159,0,0.0
B1,roll_04,persistence,residual,15,gaplendemandbin,3,8,0,0.0
B1,roll_04,persistence,residual,15,gaplenpoolbin,0,159,0,0.0
B1,roll_04,persistence,residual,15,gaplenpoolbin,3,8,0,0.0
B1,roll_04,persistence,residual,15,gaplenpvbin,0,125,0,0.0
B1,roll_04,persistence,residual,15,gaplenpvbin,1,7,0,0.0
B1,roll_04,persistence,residual,15,gaplenpvbin,2,19,0,0.0
B1,roll_04,persistence,residual,15,gaplenpvbin,3,16,0,0.0
B1,roll_04,persistence,residual,15,gaplentempbin,0,157,0,0.0
B1,roll_04,persistence,residual,15,gaplentempbin,3,10,0,0.0
B1,roll_04,persistence,residual,15,imputed_any,0,123,0,0.0
B1,roll_04,persistence,residual,15,imputed_any,1,44,0,0.0
B1,roll_04,persistence,residual,15,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,3,gaplendemandbin,0,159,7,0.0440251572327044
B1,roll_04,rf,raw,3,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,3,gaplenpoolbin,0,159,7,0.0440251572327044
B1,roll_04,rf,raw,3,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,3,gaplenpvbin,0,125,7,0.056
B1,roll_04,rf,raw,3,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,3,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,3,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,3,gaplentempbin,0,157,7,0.044585987261146494
B1,roll_04,rf,raw,3,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,3,imputed_any,0,123,7,0.056910569105691054
B1,roll_04,rf,raw,3,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,3,overall,ALL,167,7,0.041916167664670656
B1,roll_04,rf,raw,4,gaplendemandbin,0,159,2,0.012578616352201259
B1,roll_04,rf,raw,4,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,4,gaplenpoolbin,0,159,2,0.012578616352201259
B1,roll_04,rf,raw,4,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,4,gaplenpvbin,0,125,2,0.016
B1,roll_04,rf,raw,4,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,4,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,4,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,4,gaplentempbin,0,157,2,0.012738853503184714
B1,roll_04,rf,raw,4,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,4,imputed_any,0,123,2,0.016260162601626018
B1,roll_04,rf,raw,4,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,4,overall,ALL,167,2,0.011976047904191617
B1,roll_04,rf,raw,5,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,5,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,5,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,5,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,5,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,5,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,5,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,5,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,5,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,5,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,5,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,5,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,5,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,6,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,6,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,6,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,6,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,6,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,6,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,6,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,6,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,6,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,6,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,6,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,6,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,6,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,7,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,7,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,7,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,7,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,7,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,7,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,7,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,7,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,7,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,7,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,7,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,7,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,7,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,8,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,8,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,8,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,8,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,8,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,8,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,8,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,8,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,8,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,8,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,8,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,8,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,8,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,9,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,9,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,9,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,9,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,9,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,9,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,9,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,9,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,9,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,9,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,9,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,9,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,9,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,10,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,10,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,10,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,10,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,10,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,10,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,10,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,10,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,10,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,10,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,10,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,10,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,10,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,11,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,11,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,11,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,11,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,11,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,11,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,11,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,11,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,11,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,11,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,11,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,11,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,11,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,12,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,12,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,12,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,12,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,12,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,12,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,12,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,12,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,12,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,12,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,12,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,12,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,12,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,13,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,13,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,13,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,13,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,13,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,13,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,13,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,13,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,13,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,13,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,13,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,13,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,13,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,14,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,14,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,14,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,14,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,14,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,14,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,14,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,14,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,14,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,14,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,14,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,14,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,14,overall,ALL,167,0,0.0
B1,roll_04,rf,raw,15,gaplendemandbin,0,159,0,0.0
B1,roll_04,rf,raw,15,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,raw,15,gaplenpoolbin,0,159,0,0.0
B1,roll_04,rf,raw,15,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,raw,15,gaplenpvbin,0,125,0,0.0
B1,roll_04,rf,raw,15,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,raw,15,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,raw,15,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,raw,15,gaplentempbin,0,157,0,0.0
B1,roll_04,rf,raw,15,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,raw,15,imputed_any,0,123,0,0.0
B1,roll_04,rf,raw,15,imputed_any,1,44,0,0.0
B1,roll_04,rf,raw,15,overall,ALL,167,0,0.0
B1,roll_04,rf,residual,3,gaplendemandbin,0,159,6,0.03773584905660377
B1,roll_04,rf,residual,3,gaplendemandbin,3,8,0,0.0
B1,roll_04,rf,residual,3,gaplenpoolbin,0,159,6,0.03773584905660377
B1,roll_04,rf,residual,3,gaplenpoolbin,3,8,0,0.0
B1,roll_04,rf,residual,3,gaplenpvbin,0,125,6,0.048
B1,roll_04,rf,residual,3,gaplenpvbin,1,7,0,0.0
B1,roll_04,rf,residual,3,gaplenpvbin,2,19,0,0.0
B1,roll_04,rf,residual,3,gaplenpvbin,3,16,0,0.0
B1,roll_04,rf,residual,3,gaplentempbin,0,157,6,0.03821656050955414
B1,roll_04,rf,residual,3,gaplentempbin,3,10,0,0.0
B1,roll_04,rf,residual,3,imputed_any,0,123,6,0.04878048780487805
B1,roll_04,rf,residual,3,imputed_any,1,44,0,0.0
B1,roll_04,rf,residual,3,overall,ALL,167,6,0.03592814371257485
B1,roll_04,rf,residual,4,gaplendemandbin,0,159,6,0.03773584905660377
B1,roll_04,rf,residual,4,gaplendemandbin,3,8,0,0.0
