mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,mean_test_score,std_test_score,rank_test_score
11.581006288528442,0.31133005545507186,1.4897991021474202,0.18549640935590983,10,sqrt,8,2,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2}",-585.9867612719842,-567.6711338232709,-391.9109928532261,-396.8802008697481,-253.2122851135228,-290.5795201215967,-414.3734823422248,125.87013304713263,109
10.67676031589508,0.6258954607887568,1.430084228515625,0.2372813873083962,10,sqrt,8,5,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5}",-585.9867612719842,-567.6711338232709,-391.9109928532261,-396.8802008697481,-253.2122851135228,-290.5795201215967,-414.3734823422248,125.87013304713263,109
11.6658433675766,0.8073604464481682,1.7399356762568157,0.5382120081716147,10,sqrt,8,10,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10}",-585.9867612719842,-567.6711338232709,-391.9109928532261,-396.8802008697481,-253.2122851135228,-290.5795201215967,-414.3734823422248,125.87013304713263,109
12.636102159818014,1.5896725778473069,2.54182239373525,0.4744275829255136,20,0.3,2,2,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 2, 'min_samples_split': 2}",-557.1737680576994,-553.063183442871,-385.77985541597207,-372.4559844910035,-277.04176568824914,-287.5852343796786,-405.516631912579,113.038359523109,55
13.502623478571573,1.3868597907616367,2.0337445735931396,0.5638047528706641,20,0.3,2,5,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 2, 'min_samples_split': 5}",-558.3490097566726,-553.3962940713858,-385.59811245472554,-372.2050390753959,-276.3271125737726,-284.9960554812527,-405.14527056886755,113.97869218065216,47
13.67583175500234,0.321694814275043,2.338104724884033,0.36334536412512614,20,0.3,2,10,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 2, 'min_samples_split': 10}",-562.3867126482772,-555.6789299241863,-386.56661208614145,-375.9091221819588,-271.8598696917001,-288.92355939994303,-406.8874676553678,115.35412531239436,70
13.37584388256073,0.7354494071988751,2.442491888999939,0.41708866489140245,20,0.3,4,2,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 4, 'min_samples_split': 2}",-566.2916541968922,-557.0130732752998,-386.3017027791107,-380.92339962641285,-267.9057893937908,-287.6131168625047,-407.6747893556685,117.3199734988137,84
13.359626253445944,0.8545544619557496,1.9463776350021362,0.47606548538095994,20,0.3,4,5,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 4, 'min_samples_split': 5}",-566.2916541968922,-557.0130732752998,-386.3017027791107,-380.92339962641285,-267.9057893937908,-287.6131168625047,-407.6747893556685,117.3199734988137,84
13.125823736190796,0.32917395399216687,2.6406116485595703,0.4786925561566943,20,0.3,4,10,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 4, 'min_samples_split': 10}",-567.954222086036,-558.1364432752924,-386.257931624621,-382.55912491771943,-268.30757461959655,-290.5160275795047,-408.955220683795,117.30106793327919,102
12.367469747861227,0.5636795509793343,1.3592581748962402,0.15718272518773446,20,0.3,8,2,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 8, 'min_samples_split': 2}",-585.6838323481696,-567.5788051563496,-390.09865102127065,-395.81281225762535,-260.1477936265153,-295.8264048655864,-415.85804987925286,123.54393406183127,115
12.369201064109802,0.7241985088894631,2.0340383450190225,0.4659151373039242,20,0.3,8,5,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_leaf': 8, 'min_samples_split': 5}",-585.6838323481696,-567.5788051563496,-390.0986510212706,-395.81281225762535,-260.1477936265153,-295.8264048655864,-415.85804987925286,123.54393406183127,115
